rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_columntransformer__countvectorizer__max_features,param_decisiontreeregressor__max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
50,0.23175482749938964,0.013894746756628298,0.056354331970214847,0.0058530312370658494,379,7,"{'columntransformer__countvectorizer__max_features': 379, 'decisiontreeregressor__max_depth': 7}",-0.11077250169187029,-0.11503918808048054,-0.10666872208980056,-0.11970249928538143,-0.10567664888858325,-0.1115719120072232,0.005245243718122837,-0.09310686295346356,-0.09448429487069629,-0.09625552597187241,-0.09300885659944227,-0.09473172726046353,-0.09431745353118762,0.001194448744595324
51,0.2520582675933838,0.007682214441911704,0.061788320541381836,0.016316303111717143,423,5,"{'columntransformer__countvectorizer__max_features': 423, 'decisiontreeregressor__max_depth': 5}",-0.1105192451128297,-0.1148210931810519,-0.10597753541948779,-0.12144314478391319,-0.10516476648339172,-0.11158515699613485,0.0060241880522243505,-0.10063380822752066,-0.10108178916678483,-0.10257969795273425,-0.10079751982225856,-0.10616260807975825,-0.1022510846498113,0.002073821974350914
52,0.23829984664916992,0.007249966961119898,0.0635148048400879,0.011623038263396722,329,5,"{'columntransformer__countvectorizer__max_features': 329, 'decisiontreeregressor__max_depth': 5}",-0.11001594524013161,-0.1148956890183596,-0.10508299681308476,-0.12335848462298186,-0.1047919389826141,-0.11162901093543438,0.006934689227351687,-0.10087911930720833,-0.10109061062056039,-0.10257969795273425,-0.10078869836848299,-0.10618704280429396,-0.10230503381065599,0.0020470839380252103
53,0.24170346260070802,0.0215104868324899,0.05742325782775879,0.0032139469056782473,330,8,"{'columntransformer__countvectorizer__max_features': 330, 'decisiontreeregressor__max_depth': 8}",-0.10979052182332591,-0.11396990336974741,-0.1054910845107045,-0.12309842522790554,-0.1061856541879609,-0.11170711782392886,0.006444859251561945,-0.08787481457951361,-0.09085919492140919,-0.09229431631510876,-0.0888269783825274,-0.09099559882092075,-0.09017018060389594,0.0015963023445301555
54,0.24297003746032714,0.01944131693764726,0.06155195236206055,0.00792403366538159,354,16,"{'columntransformer__countvectorizer__max_features': 354, 'decisiontreeregressor__max_depth': 16}",-0.11272960328394206,-0.10841062119094749,-0.11050020363663317,-0.117429180202968,-0.109487474974877,-0.11171141665787354,0.0031949249840892103,-0.05897869851798223,-0.0621095424499689,-0.06090103815698881,-0.061516103187502946,-0.06370650633810446,-0.061442377730109465,0.001545288733779462
55,0.25410022735595705,0.01222743577284081,0.056943225860595706,0.0043115898518267465,401,8,"{'columntransformer__countvectorizer__max_features': 401, 'decisiontreeregressor__max_depth': 8}",-0.10952107170603878,-0.1153207653138297,-0.1054910845107045,-0.12267041632532036,-0.10564993834316984,-0.11173065523981263,0.006532333169778356,-0.08809083942890299,-0.09085557586345,-0.09229431631510876,-0.0888269783825274,-0.09120443799460042,-0.09025442959691792,0.0015584460206936892
56,0.23776049613952638,0.029957422053319274,0.06291766166687011,0.006135581389262473,400,13,"{'columntransformer__countvectorizer__max_features': 400, 'decisiontreeregressor__max_depth': 13}",-0.11607256067534563,-0.11534172519244464,-0.10341447778270907,-0.11647560299852074,-0.10745988465619723,-0.11175285026104347,0.005325454422448037,-0.07104053636697168,-0.07258257969237505,-0.07455925388621477,-0.07226171340597835,-0.07240726364425476,-0.07257026939915892,0.0011329670480549913
57,0.23426508903503418,0.0199350285374047,0.07397422790527344,0.017390959267128244,283,12,"{'columntransformer__countvectorizer__max_features': 283, 'decisiontreeregressor__max_depth': 12}",-0.11493646276080778,-0.11324678042415781,-0.10683932658109621,-0.11801900430973737,-0.10582350693723289,-0.11177301620260642,0.004710195246949013,-0.07363767298266718,-0.07585008836817524,-0.07936002544660287,-0.07505529339115,-0.07548276138720915,-0.07587716831516088,0.0018961751860711769
58,0.3284770488739014,0.050259069717211995,0.0751302719116211,0.027374376891047755,101,12,"{'columntransformer__countvectorizer__max_features': 101, 'decisiontreeregressor__max_depth': 12}",-0.11517289767908118,-0.11511745370102677,-0.10798375491592214,-0.11616192680522357,-0.10444037321580374,-0.11177528126341149,0.004693253053711254,-0.07098350399774936,-0.07488110770482433,-0.07395790838134617,-0.07456659403675482,-0.07374722351432057,-0.07362726752699905,0.0013833038636183546
59,0.24045114517211913,0.015294505543241027,0.0556830883026123,0.0037715111314573307,396,5,"{'columntransformer__countvectorizer__max_features': 396, 'decisiontreeregressor__max_depth': 5}",-0.1105192451128297,-0.11567038513203876,-0.106260021295194,-0.12144314478391319,-0.10516476648339172,-0.11181151256147345,0.006071696314031141,-0.10063380822752066,-0.10108178916678483,-0.10257969795273425,-0.10079751982225856,-0.10616260807975825,-0.1022510846498113,0.002073821974350914
60,0.2370833396911621,0.007978931289462008,0.06293988227844238,0.010557770780078683,180,5,"{'columntransformer__countvectorizer__max_features': 180, 'decisiontreeregressor__max_depth': 5}",-0.11142439594435696,-0.1148210931810519,-0.10480051093737856,-0.12335848462298186,-0.1047919389826141,-0.11183928473367669,0.006942113498129841,-0.10087911930720833,-0.10109061062056039,-0.10257969795273425,-0.10078869836848299,-0.10618704280429396,-0.10230503381065599,0.0020470839380252103
61,0.2304126262664795,0.01520118523431999,0.06928548812866211,0.01664946406571855,379,8,"{'columntransformer__countvectorizer__max_features': 379, 'decisiontreeregressor__max_depth': 8}",-0.10947945838977757,-0.11516404820796004,-0.10633854213782316,-0.12267204683542547,-0.10578652492043437,-0.11188812409828412,0.006338039307724999,-0.08809083942890299,-0.09085919492140919,-0.09229431631510876,-0.0888269783825274,-0.09117503314868182,-0.09024927243932604,0.0015551846336369487
62,0.22368288040161133,0.014937419669259907,0.06981110572814941,0.014095678631851334,249,8,"{'columntransformer__countvectorizer__max_features': 249, 'decisiontreeregressor__max_depth': 8}",-0.10873525080326614,-0.11411249605277522,-0.10642009311979787,-0.12306866841848772,-0.10728074553728953,-0.1119234507863233,0.006180842531790628,-0.08786067008251087,-0.09081697853484628,-0.09229431631510876,-0.0888269783825274,-0.09099559882092075,-0.0901589084271828,0.0015968100113768126
63,0.23134937286376953,0.059408349498470785,0.06456985473632812,0.01207425371892399,212,5,"{'columntransformer__countvectorizer__max_features': 212, 'decisiontreeregressor__max_depth': 5}",-0.11248700668686529,-0.1148210931810519,-0.10466711482940617,-0.12289837505270279,-0.1047919389826141,-0.11193310574652804,0.006821661020431003,-0.10087911930720833,-0.10108178916678483,-0.10257969795273425,-0.10079751982225856,-0.10618704280429396,-0.10230503381065599,0.002046831320492506
64,0.22649779319763183,0.014281113813625622,0.06264538764953613,0.0041759572497725855,246,14,"{'columntransformer__countvectorizer__max_features': 246, 'decisiontreeregressor__max_depth': 14}",-0.11384411119670307,-0.11593617135003026,-0.10788766216362594,-0.11554294991128052,-0.10656620126573395,-0.11195541917747473,0.0039464981690797004,-0.06701896628805186,-0.06941630525823114,-0.06896199047582668,-0.06880062642025563,-0.06971665151380119,-0.0687829079912333,0.0009398876395629025
65,0.23376822471618652,0.007784346453420069,0.0611846923828125,0.013702771795316501,256,5,"{'columntransformer__countvectorizer__max_features': 256, 'decisiontreeregressor__max_depth': 5}",-0.11248700668686529,-0.11559578929473108,-0.10480051093737856,-0.12144314478391319,-0.10549815367187965,-0.11196492107495355,0.006268019708927002,-0.10087911930720833,-0.10108178916678483,-0.10257969795273425,-0.10079751982225856,-0.10618704280429396,-0.10230503381065599,0.002046831320492506
66,0.23803300857543946,0.017246521976780997,0.07624697685241699,0.01617725625415581,322,19,"{'columntransformer__countvectorizer__max_features': 322, 'decisiontreeregressor__max_depth': 19}",-0.1138023653276226,-0.11089855883106799,-0.10600412338040774,-0.11712534342524193,-0.11235916385009354,-0.11203791096288676,0.003655220583017043,-0.04877450186477014,-0.0535389656589149,-0.049999666924090545,-0.0508303865307448,-0.05332175059056655,-0.051293054313817386,0.0018649260151187353
67,0.23644919395446778,0.035942923848044324,0.0585723876953125,0.00671497259773123,102,10,"{'columntransformer__countvectorizer__max_features': 102, 'decisiontreeregressor__max_depth': 10}",-0.11196433525299983,-0.11552396586269253,-0.11088271452102436,-0.11835657553268233,-0.10347937915198369,-0.11204139406427653,0.00503321763909907,-0.08064087066312049,-0.08194278087677007,-0.08369604755543865,-0.08209942795706515,-0.08257804194433652,-0.08219143379934617,0.0009887231971727054
68,0.2253133773803711,0.01504506818177843,0.048216390609741214,0.002606600880576498,277,19,"{'columntransformer__countvectorizer__max_features': 277, 'decisiontreeregressor__max_depth': 19}",-0.11396646345421305,-0.112495961798023,-0.10911401533496251,-0.11139687761541307,-0.11329621957528484,-0.11205390755557929,0.0017012510563749262,-0.04837733063779665,-0.053216009117764064,-0.049712252946155694,-0.05077232830757772,-0.053021543003196586,-0.05101989280249815,0.0018753066609749787
69,0.2515838623046875,0.011972072133074848,0.059761667251586915,0.008936063042066199,360,14,"{'columntransformer__countvectorizer__max_features': 360, 'decisiontreeregressor__max_depth': 14}",-0.11671753404181485,-0.11227897714223053,-0.10671782078145452,-0.11774204599320771,-0.10699392861453627,-0.11209006131464878,0.004652432926564188,-0.0668945586112633,-0.06903511022399014,-0.06882165668717229,-0.0685892952735922,-0.07006138604953331,-0.06868040136911024,0.0010247365320480337
70,0.24597177505493165,0.010333193458420363,0.05859460830688477,0.007265542023341399,250,7,"{'columntransformer__countvectorizer__max_features': 250, 'decisiontreeregressor__max_depth': 7}",-0.10950567211258704,-0.11572400232461683,-0.10943009285964592,-0.12002301607261252,-0.10590691512787025,-0.11211793969946651,0.005061999781322487,-0.09295198264564364,-0.09448429487069629,-0.09625552597187241,-0.09300885659944227,-0.09459342586854837,-0.09425881719124059,0.0012181844783224734
71,0.23227853775024415,0.01338271238748406,0.06165461540222168,0.005897210072116846,295,5,"{'columntransformer__countvectorizer__max_features': 295, 'decisiontreeregressor__max_depth': 5}",-0.11142439594435696,-0.11557438884960179,-0.10694269549481733,-0.1219139545767569,-0.1047919389826141,-0.11212947476962942,0.006145611848069736,-0.10087911930720833,-0.10108178916678483,-0.10257969795273425,-0.10079751982225856,-0.10618704280429396,-0.10230503381065599,0.002046831320492506
72,0.2506828784942627,0.010751128059011053,0.06225566864013672,0.006094996593084024,332,8,"{'columntransformer__countvectorizer__max_features': 332, 'decisiontreeregressor__max_depth': 8}",-0.10891370790954016,-0.11397253727068642,-0.108492038359116,-0.12254201365454483,-0.10676247849359878,-0.11213655513749725,0.005730520812640609,-0.08786067008251087,-0.09085919492140919,-0.09229431631510876,-0.0888269783825274,-0.09099559882092075,-0.09016735170449539,0.001600374926378369
73,0.2527341365814209,0.005460777428729587,0.05288434028625488,0.0027086690554814848,102,8,"{'columntransformer__countvectorizer__max_features': 102, 'decisiontreeregressor__max_depth': 8}",-0.11026530963634602,-0.11536185552316507,-0.10729113309223724,-0.12035392006405947,-0.1074577093346746,-0.1121459855300965,0.005035841078140223,-0.08801463322495909,-0.0902403241049315,-0.0917861121567682,-0.08949647916123056,-0.09150055252320541,-0.09020762023421895,0.00137690187341656
74,0.24583077430725098,0.010251906110654125,0.05985836982727051,0.005020412952526859,430,17,"{'columntransformer__countvectorizer__max_features': 430, 'decisiontreeregressor__max_depth': 17}",-0.11180365865655864,-0.11108507402344303,-0.10699537791671372,-0.1175938878063847,-0.11330674373141514,-0.11215694842690305,0.0034292237485680425,-0.054924006642208784,-0.05896676212311611,-0.0578379280049501,-0.05699532576065076,-0.06053337811466137,-0.05785148012911743,0.0018835984556305726
75,0.2618525981903076,0.014942161493954347,0.06502346992492676,0.014114693930070461,283,22,"{'columntransformer__countvectorizer__max_features': 283, 'decisiontreeregressor__max_depth': 22}",-0.1122280256159481,-0.11164557728191997,-0.10745964642618833,-0.11526912469736807,-0.11422009844599132,-0.11216449449348316,0.0026934417730757687,-0.04019034041383442,-0.04581485721988718,-0.0414446515003438,-0.04184297448340335,-0.0453184918220634,-0.042922263087906434,0.002232514920505002
76,0.24752278327941896,0.018413985984304163,0.05362539291381836,0.006369259116075822,157,7,"{'columntransformer__countvectorizer__max_features': 157, 'decisiontreeregressor__max_depth': 7}",-0.1112910839647282,-0.1142644919668014,-0.10999506461105833,-0.1192781000964325,-0.10604115627906056,-0.1121739793836162,0.004426679728673782,-0.09277497657956373,-0.09455486650090092,-0.09625552597187241,-0.09300885659944227,-0.09462283071446698,-0.09424341127324927,0.0012625367102669803
77,0.2601750373840332,0.021445901292590497,0.059211349487304686,0.009463906527169186,104,8,"{'columntransformer__countvectorizer__max_features': 104, 'decisiontreeregressor__max_depth': 8}",-0.10941219561421793,-0.11750190003609091,-0.10746594062933293,-0.119389677150664,-0.10716435861759509,-0.11218681440958016,0.0052027221293296545,-0.08800048872795635,-0.09024394316289071,-0.09178611215676823,-0.08949647916123056,-0.09150055252320541,-0.09020551514641025,0.001381431066920029
78,0.25330662727355957,0.00988098357400882,0.06072702407836914,0.004469097439523014,437,18,"{'columntransformer__countvectorizer__max_features': 437, 'decisiontreeregressor__max_depth': 18}",-0.11481150094815813,-0.10996615284885698,-0.10784716740500926,-0.11799259199909459,-0.11064143011375256,-0.1122517686629743,0.0036531362986583393,-0.051248417934374825,-0.056260058436872984,-0.054021133501403855,-0.05366009548596066,-0.05767800552642242,-0.05457354217700695,0.0022216219846707165
79,0.2522420406341553,0.010174074921012794,0.07058234214782715,0.005051138984191708,138,16,"{'columntransformer__countvectorizer__max_features': 138, 'decisiontreeregressor__max_depth': 16}",-0.11317582643666466,-0.11376190840999595,-0.10824468943710737,-0.11644148370150254,-0.10987235830567037,-0.11229925325818817,0.0029118763904269103,-0.05684447253211594,-0.05954658376371177,-0.05967273019203626,-0.060565853306014876,-0.06200093399206059,-0.059726114757187886,0.0016863514808286805
80,0.23811907768249513,0.021093289645138305,0.05116038322448731,0.00445770553721603,252,14,"{'columntransformer__countvectorizer__max_features': 252, 'decisiontreeregressor__max_depth': 14}",-0.11542294785300451,-0.11285570384286533,-0.10804995390649019,-0.11671316163195744,-0.10861220610834897,-0.11233079466853328,0.0034984447878892784,-0.0671621125685248,-0.06935635868069326,-0.06882165668717229,-0.0685892952735922,-0.06963635274210207,-0.06871315519041692,0.000860099008028851
81,0.228857421875,0.013400785730551892,0.06554884910583496,0.022743802941150804,250,13,"{'columntransformer__countvectorizer__max_features': 250, 'decisiontreeregressor__max_depth': 13}",-0.11725924537021017,-0.11365510144695457,-0.10608982904771394,-0.11620345551087688,-0.10851150396075518,-0.11234382706730213,0.004349176955142987,-0.07093937245591533,-0.07262470731544532,-0.0740874803086993,-0.0724882245945951,-0.07224494216826882,-0.07247694536858477,0.0010033682827297998
82,0.3211981296539307,0.03243794617256143,0.06619791984558106,0.018276831246221256,270,5,"{'columntransformer__countvectorizer__max_features': 270, 'decisiontreeregressor__max_depth': 5}",-0.11107855598263994,-0.11559578929473108,-0.10722518137052357,-0.12311237950399538,-0.10502734387903594,-0.11240785000618518,0.006447462386985043,-0.10087911930720833,-0.10109061062056039,-0.10257969795273425,-0.10080634127603415,-0.10618704280429396,-0.10230856239216621,0.002044480722937142
83,0.2396009922027588,0.017187268093955085,0.07762699127197266,0.008013612689258152,182,15,"{'columntransformer__countvectorizer__max_features': 182, 'decisiontreeregressor__max_depth': 15}",-0.11464276950582704,-0.11162958837443278,-0.1058397148305462,-0.1205303150392039,-0.10942126981313614,-0.1124127315126292,0.004972623781051654,-0.06248700538900203,-0.06562097921588589,-0.06387217482168761,-0.06560660737801481,-0.0662458570397079,-0.06476652476885965,0.0013871067436195372
84,0.25113978385925295,0.014270262064229773,0.05909433364868164,0.007277279614491727,236,15,"{'columntransformer__countvectorizer__max_features': 236, 'decisiontreeregressor__max_depth': 15}",-0.11368500372576927,-0.11078205733370852,-0.10877891789037354,-0.11956077164171894,-0.10932462555242017,-0.11242627522879808,0.003952526666595311,-0.06309743005212252,-0.06544822783239172,-0.06476371632440692,-0.06579451753938136,-0.0661935452802684,-0.06505948740571418,0.0010876235811062038
85,0.24231867790222167,0.012938987233389434,0.05880160331726074,0.008010940307869278,192,20,"{'columntransformer__countvectorizer__max_features': 192, 'decisiontreeregressor__max_depth': 20}",-0.11284592905651335,-0.11415382721444414,-0.11065630785043008,-0.11271743129963348,-0.11223499055584324,-0.11252169719537286,0.0011286420729247485,-0.0452080723274852,-0.05007820880937997,-0.046557263358024646,-0.04663246384641934,-0.04991725463986741,-0.04767865259623531,0.0019608671917265845
86,0.2426820755004883,0.021352589685825575,0.05820751190185547,0.008115834781911186,165,5,"{'columntransformer__countvectorizer__max_features': 165, 'decisiontreeregressor__max_depth': 5}",-0.11248700668686529,-0.11557438884960179,-0.10722518137052357,-0.12265226993371633,-0.1047919389826141,-0.1125461571646642,0.006320567763012263,-0.10087911930720833,-0.10109061062056039,-0.10257969795273425,-0.10080634127603415,-0.10618704280429396,-0.10230856239216621,0.002044480722937142
87,0.25233888626098633,0.013698627702350996,0.05468406677246094,0.006852071645829341,323,15,"{'columntransformer__countvectorizer__max_features': 323, 'decisiontreeregressor__max_depth': 15}",-0.11427950598928564,-0.11186247474579952,-0.10755409117290386,-0.11961020622689413,-0.10948482329868503,-0.11255822028671365,0.004187229854254144,-0.06298283733376399,-0.06530293290750379,-0.06512976496552206,-0.06578848577611601,-0.06621354151906877,-0.06508351250039493,0.001116877223674292
88,0.254686975479126,0.021132070058580768,0.06039505004882813,0.011399284612670143,276,13,"{'columntransformer__countvectorizer__max_features': 276, 'decisiontreeregressor__max_depth': 13}",-0.11708006582603257,-0.11664130095120859,-0.10754012691060166,-0.11598722997685473,-0.10566879971634642,-0.11258350467620878,0.004929886868363811,-0.07078200993409614,-0.07262470731544532,-0.07433710696387759,-0.07233885197798788,-0.0720961057968363,-0.07243575639764864,0.0011410930538680642
89,0.26199946403503416,0.010533034371576867,0.051287269592285155,0.002245902760013639,105,9,"{'columntransformer__countvectorizer__max_features': 105, 'decisiontreeregressor__max_depth': 9}",-0.11315466258307481,-0.11561550910422423,-0.11068972962123219,-0.11855797731817679,-0.10501989003486559,-0.11260755373231472,0.004604462057000791,-0.08462075165089245,-0.08558508231684396,-0.08833700592403683,-0.08522270733297294,-0.08777629054124196,-0.08630836755319762,0.0014710553095712599
90,0.23392271995544434,0.010332611704195244,0.06701598167419434,0.014650618496347948,358,14,"{'columntransformer__countvectorizer__max_features': 358, 'decisiontreeregressor__max_depth': 14}",-0.117283394135986,-0.11360913805337072,-0.10911426300840522,-0.11649939691563874,-0.10657630798007588,-0.11261650001869532,0.004161531045704858,-0.0671621125685248,-0.06910357073705194,-0.06878918210459183,-0.0685892952735922,-0.07020125973759178,-0.06876908408427052,0.0009775575504428508
91,0.24942874908447266,0.005787988973507615,0.059840822219848634,0.0077117346814717415,364,4,"{'columntransformer__countvectorizer__max_features': 364, 'decisiontreeregressor__max_depth': 4}",-0.11233939951738264,-0.11561248166451889,-0.10465223509408289,-0.1236115210285803,-0.10714684779758095,-0.11267249702042914,0.006682426364818232,-0.10415353641750416,-0.10375934638054629,-0.10506847026825332,-0.1062375337560905,-0.11027589582132029,-0.1058989565287429,0.002348887502186121
92,0.23052291870117186,0.015959368331442274,0.07170567512512208,0.009201616418846014,312,15,"{'columntransformer__countvectorizer__max_features': 312, 'decisiontreeregressor__max_depth': 15}",-0.11770477668800508,-0.11204846443941316,-0.10407496111992393,-0.12109112362129427,-0.10850362543034472,-0.11268459025979623,0.006129974091667253,-0.06306922671059892,-0.06546636593142081,-0.06513984662697987,-0.06594448994014769,-0.0664221063007275,-0.06520840710197495,0.0011543153583811784
93,0.24490103721618653,0.01810397958454566,0.07122340202331542,0.00894778026556233,392,15,"{'columntransformer__countvectorizer__max_features': 392, 'decisiontreeregressor__max_depth': 15}",-0.115035229358797,-0.11000700605997868,-0.10751121134355184,-0.12071346184509785,-0.11105316918602981,-0.11286401555869104,0.004613505330996837,-0.06295162656901326,-0.06555744656665927,-0.06635050894734647,-0.06594448994014769,-0.06699994454170884,-0.0655608033129751,0.0013892294585162908
94,0.24710640907287598,0.030633121225698886,0.05809245109558105,0.0025560870547308634,263,15,"{'columntransformer__countvectorizer__max_features': 263, 'decisiontreeregressor__max_depth': 15}",-0.11537287317903917,-0.11356506343210108,-0.106682463473189,-0.1196594794903667,-0.109305753310293,-0.11291712657699779,0.00455681637197546,-0.06306765033852467,-0.06598747749820424,-0.06522667111747409,-0.06595052170341305,-0.06615217909884961,-0.06527689995129313,0.0011496179442332087
95,0.23894267082214354,0.008128011948866214,0.07469615936279297,0.005432531062821331,220,15,"{'columntransformer__countvectorizer__max_features': 220, 'decisiontreeregressor__max_depth': 15}",-0.11277572906753619,-0.11372027545171988,-0.10890124780689232,-0.11932081551940989,-0.11013472659689341,-0.11297055888849032,0.0036201389566626226,-0.06299585427846942,-0.06596655041305696,-0.06484045915344332,-0.06579451753938136,-0.0661521790988496,-0.06514991209664014,0.0011681335256249798
96,0.22543320655822754,0.012978581406354163,0.08386540412902832,0.017345101829088223,229,17,"{'columntransformer__countvectorizer__max_features': 229, 'decisiontreeregressor__max_depth': 17}",-0.11319212233974922,-0.11192306318226387,-0.1090873360907996,-0.11604967464429528,-0.11466795286834669,-0.11298402982509095,0.0023911064277374206,-0.05532624940227042,-0.059351394695507986,-0.057280519012298727,-0.057095157443393794,-0.05905075240739779,-0.05762081459217374,0.0014626534504062188
97,0.24983811378479004,0.022207343297130335,0.06290783882141113,0.01375667242641996,363,15,"{'columntransformer__countvectorizer__max_features': 363, 'decisiontreeregressor__max_depth': 15}",-0.11515021659722767,-0.11081129742343576,-0.11024527628882526,-0.12052256465706278,-0.1084442676100719,-0.11303472451532467,0.004343731132956273,-0.06289536520688742,-0.06529464608729035,-0.0649545681683992,-0.06595052170341305,-0.0668327459414689,-0.06518556942149178,0.0013121461141293793
98,0.2522762298583984,0.027122438210158865,0.06411809921264648,0.014466063823541183,372,24,"{'columntransformer__countvectorizer__max_features': 372, 'decisiontreeregressor__max_depth': 24}",-0.11546784793337518,-0.10958163640839166,-0.11473617569446373,-0.1125100856112871,-0.11307516683678481,-0.11307418249686049,0.002049777551646134,-0.034654240467634,-0.03973056094874868,-0.0368839305095874,-0.03616798595890974,-0.04253058800123432,-0.03799346117722283,0.002804170053896355
99,0.2803942680358887,0.057243345524213556,0.0697021484375,0.015585445192059982,202,16,"{'columntransformer__countvectorizer__max_features': 202, 'decisiontreeregressor__max_depth': 16}",-0.11395111323085022,-0.11351221733011913,-0.11110980405875834,-0.11834189237472853,-0.10912669587473604,-0.11320834457383847,0.003100357571319448,-0.05867719626542716,-0.062031606840961664,-0.06092986976684616,-0.06151610318750295,-0.06285051767145049,-0.061201058746437685,0.0014109006462662368
100,0.2399500846862793,0.029138595491442605,0.0655897617340088,0.008083944127060984,334,15,"{'columntransformer__countvectorizer__max_features': 334, 'decisiontreeregressor__max_depth': 15}",-0.11215111933857307,-0.11448294650233834,-0.1114910732357008,-0.12027487593298578,-0.10791647626291495,-0.11326329825450258,0.004089400744800706,-0.06303959231792243,-0.06529334894546919,-0.06478292200698593,-0.06520521290601547,-0.0661935452802684,-0.06490292429133228,0.001038837710673543
101,0.2677604675292969,0.014397477826082672,0.05740361213684082,0.005348779290709212,411,17,"{'columntransformer__countvectorizer__max_features': 411, 'decisiontreeregressor__max_depth': 17}",-0.11249358492747082,-0.11236087007999351,-0.11422157767090985,-0.1168513322345675,-0.11080160284992602,-0.11334579355257354,0.0020603416897137603,-0.05492400664220878,-0.05885503482689939,-0.05796382759935711,-0.05637003514709481,-0.06054312881248547,-0.05773120660560911,0.001947160407835676
102,0.24449386596679687,0.027389476733242425,0.06755986213684081,0.011128879543050274,377,21,"{'columntransformer__countvectorizer__max_features': 377, 'decisiontreeregressor__max_depth': 21}",-0.11359002998005416,-0.11339093446992952,-0.11286382966945922,-0.1166745787583208,-0.11040285825035599,-0.11338444622562394,0.0020014088694180034,-0.04245206730038212,-0.047855740275319046,-0.04336353112438528,-0.04411839077001876,-0.048773731311824615,-0.04531269215638596,0.002524069922471413
103,0.23960323333740235,0.024077102663199366,0.059524154663085936,0.005614000957077873,227,18,"{'columntransformer__countvectorizer__max_features': 227, 'decisiontreeregressor__max_depth': 18}",-0.1155959933909895,-0.11072982142750877,-0.10992617549837605,-0.11762624002967147,-0.1145211515021878,-0.11367987636974672,0.002923905908810548,-0.05121810201957998,-0.056520357210413576,-0.05312057383991894,-0.0536556894427879,-0.0556865365159961,-0.054040251805739306,0.001887824216014469
104,0.24052958488464354,0.020252009257519722,0.062468528747558594,0.005769590421447861,167,15,"{'columntransformer__countvectorizer__max_features': 167, 'decisiontreeregressor__max_depth': 15}",-0.11475812372107061,-0.11324906869040548,-0.11185711237336746,-0.11845969660915065,-0.1103287596836724,-0.11373055221553333,0.002783325548752181,-0.06194436204182984,-0.06553776080759612,-0.06387217482168761,-0.06501400597920369,-0.06574945111656007,-0.06442355095337546,0.0013998932300162755
105,0.2558021545410156,0.008375529152170828,0.061037635803222655,0.005717421317101869,169,23,"{'columntransformer__countvectorizer__max_features': 169, 'decisiontreeregressor__max_depth': 23}",-0.11701201668219792,-0.11361399254691272,-0.11274704859538745,-0.11598842564192609,-0.10981597442213949,-0.11383549157771274,0.002534392429543657,-0.03757144895347371,-0.04328204068450887,-0.037604151678410386,-0.0369889763467837,-0.042790723203727746,-0.039647468173380884,0.0027800268493874147
106,0.25501694679260256,0.026762556715108014,0.06532373428344726,0.02286452112962835,198,19,"{'columntransformer__countvectorizer__max_features': 198, 'decisiontreeregressor__max_depth': 19}",-0.11400153612534847,-0.11436538829010715,-0.109027222527,-0.11611960494360273,-0.11570652497385242,-0.11384405537198217,0.0025355624909078342,-0.04851795785620278,-0.053928316112524154,-0.04982514170406916,-0.050042277195951695,-0.05298202896457874,-0.051059144366665296,0.0020466578599880134
107,0.247360897064209,0.013392809411079986,0.06248183250427246,0.005593029510000011,379,20,"{'columntransformer__countvectorizer__max_features': 379, 'decisiontreeregressor__max_depth': 20}",-0.1137557123833675,-0.11252017758894096,-0.11333917695598976,-0.11487798899767455,-0.11499469093973849,-0.11389754937314225,0.0009374467445487464,-0.045274135936271845,-0.050132522448936824,-0.046651509659045826,-0.047598740918650934,-0.051670423381967034,-0.04826546646897449,0.002327104102153459
108,0.2600265979766846,0.007949072795332983,0.05500593185424805,0.002774737403567548,195,25,"{'columntransformer__countvectorizer__max_features': 195, 'decisiontreeregressor__max_depth': 25}",-0.11714766393567683,-0.10977910472852806,-0.11851949445581626,-0.11030145495411903,-0.11383685258789353,-0.11391691413240675,0.0035162739230147513,-0.03201095635924126,-0.03846764933531826,-0.034642224574308454,-0.03277268118347225,-0.03879897948406126,-0.0353384981872803,0.002825146586325704
109,0.23535399436950682,0.015086325422922563,0.05886135101318359,0.005960760011212806,329,20,"{'columntransformer__countvectorizer__max_features': 329, 'decisiontreeregressor__max_depth': 20}",-0.11140931647841412,-0.11289045120376663,-0.11393234435649723,-0.11802229953563897,-0.11401618239273931,-0.11405411879341125,0.002195988530551657,-0.04496506016472351,-0.050184256513172154,-0.046897166339070886,-0.047375678885055166,-0.05061564506263026,-0.0480075613929304,0.0021179786815581593
110,0.2784815788269043,0.0423244701004028,0.05293097496032715,0.0036105005880424,160,18,"{'columntransformer__countvectorizer__max_features': 160, 'decisiontreeregressor__max_depth': 18}",-0.11793634209233941,-0.11333677080019956,-0.10462542517782485,-0.11757326733065612,-0.11742766759806877,-0.11417989459981774,0.005063055389385312,-0.05005155162525129,-0.05556481100684722,-0.051594390311331055,-0.052836826885966776,-0.05506726145117304,-0.05302296825611388,0.0020758082563179002
