rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_columntransformer__countvectorizer__max_features,param_randomforestregressor__max_depth,param_randomforestregressor__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
67,13.111812305450439,0.2087025931912869,0.1564253330230713,0.012428941366437653,212,78,938,"{'columntransformer__countvectorizer__max_features': 212, 'randomforestregressor__max_depth': 78, 'randomforestregressor__n_estimators': 938}",-0.09647081749530742,-0.09529965701684365,-0.09090042483310903,-0.10137187971409052,-0.09421393380390855,-0.09565134257265184,0.003410487660202498,-0.03397777263392717,-0.03405353060222012,-0.03429813059432367,-0.03356468053145918,-0.03407063029134957,-0.03399294893065594,0.00023936771808273576
68,7.672775411605835,0.0758223450186038,0.1141843318939209,0.011175365951219035,263,62,529,"{'columntransformer__countvectorizer__max_features': 263, 'randomforestregressor__max_depth': 62, 'randomforestregressor__n_estimators': 529}",-0.0970084028454168,-0.09539324979776252,-0.09087088634793672,-0.10072092796964084,-0.0943424627411366,-0.0956671859403787,0.003230281524263524,-0.034620237393382665,-0.03518597718892599,-0.035450727254733416,-0.034243249658696816,-0.035171365268353856,-0.03493431135281855,0.0004387309774253372
69,12.680183839797973,0.11644921260937478,0.13618617057800292,0.004303556621765397,349,48,891,"{'columntransformer__countvectorizer__max_features': 349, 'randomforestregressor__max_depth': 48, 'randomforestregressor__n_estimators': 891}",-0.09679551998948943,-0.09536006828584027,-0.09057345286809912,-0.10176085313013197,-0.09386243535167065,-0.09567046592504627,0.0036797670118410243,-0.03688254877198516,-0.038353437960182146,-0.039109081355070005,-0.03677424628733953,-0.038276045190270544,-0.03787907191296948,0.0009065574654550731
70,6.760230922698975,0.024532096015607397,0.10137486457824707,0.0025257396446114787,215,51,495,"{'columntransformer__countvectorizer__max_features': 215, 'randomforestregressor__max_depth': 51, 'randomforestregressor__n_estimators': 495}",-0.09729313854920332,-0.0956973248125053,-0.0903453798735047,-0.10178968011891139,-0.0932702119917247,-0.09567914706916988,0.0038521670209080076,-0.03554324316803456,-0.036762372238199593,-0.037503202625472846,-0.03555668725354797,-0.03669675959173224,-0.03641245297539744,0.0007590611571697929
71,5.2335286140441895,0.04953805377760759,0.09231500625610352,0.008812001086014525,280,91,341,"{'columntransformer__countvectorizer__max_features': 280, 'randomforestregressor__max_depth': 91, 'randomforestregressor__n_estimators': 341}",-0.09661439482275054,-0.09566639326590101,-0.09095145296389415,-0.1012454042466318,-0.09392423987579869,-0.09568037703499524,0.00338493288654434,-0.0338513010298698,-0.03431763952214993,-0.03445982681424939,-0.03401729641934177,-0.03401171178077831,-0.03413155511327784,0.00022286746807709671
72,5.883484172821045,0.07227351932269188,0.09310150146484375,0.0052656573010536716,294,57,407,"{'columntransformer__countvectorizer__max_features': 294, 'randomforestregressor__max_depth': 57, 'randomforestregressor__n_estimators': 407}",-0.0970485388084938,-0.09514399134249561,-0.09082746317974834,-0.10129968560586992,-0.09408265411968994,-0.09568046661125953,0.0034594709544872957,-0.03522534402683266,-0.03604781426784114,-0.03643756556853573,-0.03480422362254838,-0.03597425950227717,-0.035697841397607025,0.0005946236323650364
73,3.7860116481781008,0.07860461264300603,0.0771261215209961,0.005366269530894993,334,88,236,"{'columntransformer__countvectorizer__max_features': 334, 'randomforestregressor__max_depth': 88, 'randomforestregressor__n_estimators': 236}",-0.09687069628482924,-0.09523682445719922,-0.09042297122006049,-0.10120744129353824,-0.09467060270583356,-0.09568170719229216,0.003487749686431349,-0.034200548709548896,-0.03419093936548831,-0.034446792724613255,-0.033690808512819796,-0.03432179963516251,-0.03417017778952656,0.00025715884027458744
74,5.203187036514282,0.06012108136169228,0.09600858688354492,0.013422894553372089,213,79,360,"{'columntransformer__countvectorizer__max_features': 213, 'randomforestregressor__max_depth': 79, 'randomforestregressor__n_estimators': 360}",-0.0970381727725836,-0.09619495031769634,-0.09017839549611396,-0.1014152540016984,-0.09366329788448938,-0.09569801409451632,0.0037238706361998786,-0.03418397589017695,-0.033956850643658935,-0.034305206494819586,-0.033616152567317946,-0.034148530544434036,-0.03404214322808149,0.00024057427769399626
75,8.208439302444457,0.11765744799365498,0.11339750289916992,0.012794604081865427,379,76,525,"{'columntransformer__countvectorizer__max_features': 379, 'randomforestregressor__max_depth': 76, 'randomforestregressor__n_estimators': 525}",-0.09733028962679821,-0.09418908418533847,-0.09098650293989965,-0.10172867111446071,-0.09428558078315513,-0.09570402572993043,0.0036194790093774655,-0.03405334110826058,-0.03433753585553711,-0.03449658599938977,-0.034036689404735615,-0.03427859612560303,-0.03424054969870522,0.00017493685047958345
76,292.73132195472715,0.2259586262574582,0.15443882942199708,0.00937063787464001,220,43,925,"{'columntransformer__countvectorizer__max_features': 220, 'randomforestregressor__max_depth': 43, 'randomforestregressor__n_estimators': 925}",-0.09705387139551216,-0.09587411667935342,-0.0907684379023435,-0.10156297488096946,-0.09341049641504559,-0.09573397945464483,0.0036275092611974267,-0.03814465783065563,-0.03969763710670656,-0.0404725432928266,-0.0377630153544544,-0.03944457572342967,-0.039104485861614566,0.0010059705382716865
77,12.765663003921508,0.2310723402460172,0.15170578956604003,0.014249662261354566,195,98,905,"{'columntransformer__countvectorizer__max_features': 195, 'randomforestregressor__max_depth': 98, 'randomforestregressor__n_estimators': 905}",-0.09683482451025834,-0.09522860096415674,-0.09095397023632346,-0.10163141888233192,-0.09404954730078807,-0.0957396723787717,0.0035194515714699975,-0.03396636233854723,-0.03392488293089516,-0.03408618718028217,-0.03376862800232147,-0.03414908344379603,-0.03397902877916841,0.00013248562970519064
78,8.31137261390686,0.0834826602362124,0.10777850151062011,0.0035511865476622003,209,66,582,"{'columntransformer__countvectorizer__max_features': 209, 'randomforestregressor__max_depth': 66, 'randomforestregressor__n_estimators': 582}",-0.09705755806783321,-0.09609220511462031,-0.09053207506098356,-0.10080935390838999,-0.09430674885004978,-0.09575958820037536,0.0033684753018147348,-0.03416503253152171,-0.03440310295709703,-0.03492533386454625,-0.034061459215130825,-0.03452944588574303,-0.03441687489080776,0.0003036897428237267
79,7.911027622222901,0.041812250416452555,0.11839332580566406,0.0066749732052562485,177,97,564,"{'columntransformer__countvectorizer__max_features': 177, 'randomforestregressor__max_depth': 97, 'randomforestregressor__n_estimators': 564}",-0.09717458868698756,-0.09589062791314415,-0.09083312455487598,-0.10095215976913748,-0.09401145469013453,-0.09577239112285593,0.0033558126445344264,-0.03383593300185777,-0.03395888936723822,-0.03413335033384964,-0.03382584780949433,-0.03413620412707299,-0.03397804492790259,0.00013627971182748547
80,3.151363658905029,0.053185310638569225,0.0743027687072754,0.004151698183833004,283,53,210,"{'columntransformer__countvectorizer__max_features': 283, 'randomforestregressor__max_depth': 53, 'randomforestregressor__n_estimators': 210}",-0.0973226724652918,-0.09556747010828527,-0.0908491273266093,-0.10133071922176308,-0.09379388118174649,-0.09577277406073918,0.0035069474868983366,-0.03554312103670748,-0.036725086041360995,-0.0375168207968199,-0.035694736606149205,-0.03691562248354806,-0.03647907739291713,0.0007508938692150607
81,315.19849319458007,0.04840847701594174,0.0837249755859375,0.004042080793366811,439,43,366,"{'columntransformer__countvectorizer__max_features': 439, 'randomforestregressor__max_depth': 43, 'randomforestregressor__n_estimators': 366}",-0.0971942180156208,-0.09526979225931284,-0.09055666717922227,-0.10213853805164234,-0.09373471456770256,-0.09577878601470016,0.003851174407266634,-0.03850983775598313,-0.04062409601438091,-0.04104218428682288,-0.038552364924096194,-0.040406330753947714,-0.03982696274704617,0.0010777077504037671
82,12.268963146209718,0.13747284296999077,0.15354981422424316,0.00786330722991834,185,42,980,"{'columntransformer__countvectorizer__max_features': 185, 'randomforestregressor__max_depth': 42, 'randomforestregressor__n_estimators': 980}",-0.09710167427501183,-0.09601933514246291,-0.09051023427674262,-0.10145583176442527,-0.09387619847527835,-0.0957926547867842,0.0036169949052525,-0.038017589554161166,-0.039844558574804526,-0.04052280830990616,-0.03784117525892892,-0.039573145517463354,-0.039159855443052824,0.001052706641987888
83,3.662626600265503,0.039136319008023945,0.09954161643981933,0.01737396873407582,187,78,244,"{'columntransformer__countvectorizer__max_features': 187, 'randomforestregressor__max_depth': 78, 'randomforestregressor__n_estimators': 244}",-0.09699597500696014,-0.09598584499968363,-0.09063966836795721,-0.10060799837980618,-0.09473859315702819,-0.09579361598228707,0.0032353406702218387,-0.034125376664711354,-0.03384771481660292,-0.03426602661689948,-0.033608060383825494,-0.03439535509335152,-0.034048506715078156,0.00028560043822202155
84,6.612885427474976,0.12129853176691292,0.10508880615234376,0.009121217738175761,198,92,456,"{'columntransformer__countvectorizer__max_features': 198, 'randomforestregressor__max_depth': 92, 'randomforestregressor__n_estimators': 456}",-0.0976055284116811,-0.09509477451290274,-0.09082158701397779,-0.10106961193858122,-0.0943772126783641,-0.09579374291110139,0.0034156934781233513,-0.034024803319099704,-0.03382265959701356,-0.03429752943932096,-0.033691441138605276,-0.03411156251063848,-0.0339895992009356,0.00021340218932882553
85,19.348968172073363,21.423586741767476,0.11964073181152343,0.015618678882524106,202,89,614,"{'columntransformer__countvectorizer__max_features': 202, 'randomforestregressor__max_depth': 89, 'randomforestregressor__n_estimators': 614}",-0.09747579595538143,-0.09604559160783796,-0.09043347665170602,-0.101162599885605,-0.09386727047113314,-0.09579694691433271,0.0035822075464127376,-0.03388817119898301,-0.03388089893014717,-0.03399820433206757,-0.03369771857201117,-0.03410100792196087,-0.03391320019103396,0.00013461025059290514
86,3.270358419418335,0.035607053061358945,0.0781090259552002,0.006255115223445793,283,66,211,"{'columntransformer__countvectorizer__max_features': 283, 'randomforestregressor__max_depth': 66, 'randomforestregressor__n_estimators': 211}",-0.09745179145575311,-0.09559803072252082,-0.0904731822284358,-0.1014612877217554,-0.09409072762188223,-0.09581500395006948,0.003636340449196227,-0.03420564975927066,-0.03506787607651041,-0.03499938720266621,-0.03390712127959247,-0.034795036168836876,-0.03459501409737532,0.0004586776657328822
87,4.205344343185425,0.05921380593849356,0.08394422531127929,0.011493692351578518,244,47,304,"{'columntransformer__countvectorizer__max_features': 244, 'randomforestregressor__max_depth': 47, 'randomforestregressor__n_estimators': 304}",-0.09699445142432389,-0.09591938427963129,-0.09161295500111782,-0.10050035238420456,-0.09409337606684531,-0.09582410383122458,0.0029656461503514554,-0.036705849264225,-0.038456562967454574,-0.039155970724875803,-0.036993942087880594,-0.03826401633971787,-0.03791526827683077,0.000923634561127693
88,6.539208793640137,0.10070883174835991,0.10530657768249511,0.011474859914286012,159,77,470,"{'columntransformer__countvectorizer__max_features': 159, 'randomforestregressor__max_depth': 77, 'randomforestregressor__n_estimators': 470}",-0.0974999413014695,-0.09520764541432453,-0.09062943951247594,-0.1013932077862504,-0.09440697093030921,-0.09582744098896591,0.0035551685875231318,-0.03428750683992195,-0.03417049503359208,-0.034281661093370386,-0.033893878107112356,-0.03410130116568287,-0.03414696844793593,0.0001446283996145688
89,4.548013162612915,0.059327036946139514,0.0907979965209961,0.011601259032276231,207,47,327,"{'columntransformer__countvectorizer__max_features': 207, 'randomforestregressor__max_depth': 47, 'randomforestregressor__n_estimators': 327}",-0.09743021924276339,-0.09584240865892449,-0.09041882649697928,-0.10164378422573832,-0.09388387557575387,-0.09584382284003187,0.003726343683104883,-0.03635869510301786,-0.03801791414456957,-0.038606246204395234,-0.03633816129250728,-0.03740188845356989,-0.03734458103961197,0.000898143906653079
90,5.352920961380005,0.13433453850572927,0.1033097743988037,0.009873899325165407,176,82,380,"{'columntransformer__countvectorizer__max_features': 176, 'randomforestregressor__max_depth': 82, 'randomforestregressor__n_estimators': 380}",-0.09668696838830713,-0.09587185461805522,-0.09091034008216259,-0.10149020737760536,-0.09434598252661697,-0.09586107059854945,0.0034401926935309747,-0.033951076919603876,-0.03414853188308319,-0.03426797082289031,-0.0337915821335352,-0.03426760223814015,-0.03408535279945055,0.0001870224655261116
91,15.051121616363526,21.39434484374252,0.08602237701416016,0.0037412546831337365,266,47,314,"{'columntransformer__countvectorizer__max_features': 266, 'randomforestregressor__max_depth': 47, 'randomforestregressor__n_estimators': 314}",-0.09676029747583875,-0.09532330282312368,-0.09126784365951722,-0.10154777455188549,-0.09441754582193114,-0.09586335286645925,0.0033650520489419437,-0.036853343391384366,-0.03873594907806426,-0.03901562983980121,-0.0367578334579585,-0.03852327671224206,-0.03797720649589008,0.000969757176995801
92,6.5977319240570065,0.06804541120865742,0.11553130149841309,0.01366130202835997,256,40,507,"{'columntransformer__countvectorizer__max_features': 256, 'randomforestregressor__max_depth': 40, 'randomforestregressor__n_estimators': 507}",-0.09734724167656973,-0.09602298432967035,-0.09100335360831989,-0.10107631038338877,-0.09391600969746866,-0.09587317993908348,0.003370863083196279,-0.03943747839111042,-0.0416754400433903,-0.04233709296730514,-0.03953181423852761,-0.04146875344364381,-0.040890115816795455,0.0011832529050211007
93,6.057458925247192,0.05432583098752348,0.10866808891296387,0.012116765364300066,308,42,450,"{'columntransformer__countvectorizer__max_features': 308, 'randomforestregressor__max_depth': 42, 'randomforestregressor__n_estimators': 450}",-0.0971935874265782,-0.09571532132342593,-0.09098912784760162,-0.10139208969923137,-0.09414759076313833,-0.0958875434119951,0.0034367819688162385,-0.03873752911964509,-0.04093972459639071,-0.04166728731132384,-0.03874879601028883,-0.04044632986812041,-0.040107933381153774,0.0011801047174311578
94,7.387196111679077,0.06934313919076816,0.10996541976928711,0.007193793050525163,369,38,561,"{'columntransformer__countvectorizer__max_features': 369, 'randomforestregressor__max_depth': 38, 'randomforestregressor__n_estimators': 561}",-0.09705257196222034,-0.09609025942942122,-0.09059845908454728,-0.10218770946336275,-0.09366205302029584,-0.09591821059196949,0.003847414604851639,-0.04097068664939337,-0.04334307685988306,-0.043814011491384745,-0.040663457025734956,-0.042829598035132775,-0.042324166012305785,0.0012730389719445784
95,7.712614250183106,0.11136164321987115,0.14813776016235353,0.04972703104965126,184,93,545,"{'columntransformer__countvectorizer__max_features': 184, 'randomforestregressor__max_depth': 93, 'randomforestregressor__n_estimators': 545}",-0.09723295264411688,-0.0957908092960962,-0.0906886454492896,-0.10201129555292984,-0.0938697367591202,-0.09591868794031054,0.0037527338722976268,-0.0340942883468346,-0.034099890202612386,-0.03396697876707591,-0.0338332237899582,-0.0340016226073053,-0.03399920074275728,9.774711226450312e-05
96,4.889115238189698,0.04522754299715678,0.09274663925170898,0.011249439270399474,192,60,350,"{'columntransformer__countvectorizer__max_features': 192, 'randomforestregressor__max_depth': 60, 'randomforestregressor__n_estimators': 350}",-0.09772381597479543,-0.09528599709814613,-0.09090947361834133,-0.10111945001658565,-0.09455784667532253,-0.09591931667663822,0.003395609700540749,-0.03462076162636419,-0.034931088837383766,-0.03532815820091767,-0.034326771286337106,-0.03492165501935355,-0.03482568699407125,0.0003357701636279476
97,8.56577820777893,0.08058609595322745,0.11864376068115234,0.006121639047274852,176,90,610,"{'columntransformer__countvectorizer__max_features': 176, 'randomforestregressor__max_depth': 90, 'randomforestregressor__n_estimators': 610}",-0.09734549323402938,-0.09655930248108331,-0.09052724189144257,-0.10100799060211398,-0.09433304290652726,-0.0959546142230393,0.0034618685446312163,-0.03407707301497243,-0.03394600241239159,-0.034366971002075655,-0.03393048445964773,-0.034031947006361855,-0.03407049557908985,0.00015781545784793245
98,2.8986457347869874,0.028358640587774583,0.07770824432373047,0.009793856855148515,201,78,201,"{'columntransformer__countvectorizer__max_features': 201, 'randomforestregressor__max_depth': 78, 'randomforestregressor__n_estimators': 201}",-0.097290428419363,-0.09523933949420076,-0.09092616526681416,-0.10169351905960015,-0.09465613740553847,-0.0959611179291033,0.0035271001031414615,-0.0342107415278984,-0.034219221732746864,-0.0341667143065818,-0.03407194067576253,-0.03426981259477328,-0.03418768616755258,6.649455524046148e-05
99,3.767246437072754,0.053505517447581585,0.09266982078552247,0.007551060863246601,319,39,278,"{'columntransformer__countvectorizer__max_features': 319, 'randomforestregressor__max_depth': 39, 'randomforestregressor__n_estimators': 278}",-0.09735441528820866,-0.09632632619249411,-0.09003236945589038,-0.10191423177240025,-0.09421356644250477,-0.09596818183029962,0.0038914769484407682,-0.04010111593035344,-0.0423973959955732,-0.043178630007564445,-0.04042787099467225,-0.04198299779275687,-0.04161760214418404,0.0011741883209917558
100,9.37307825088501,0.1054747484323787,0.117976713180542,0.004906458207557346,229,37,698,"{'columntransformer__countvectorizer__max_features': 229, 'randomforestregressor__max_depth': 37, 'randomforestregressor__n_estimators': 698}",-0.09688048942516148,-0.09626059988101332,-0.09122929871650949,-0.10168765934102156,-0.09388750582046239,-0.09598911063683366,0.0034760400518130557,-0.040933839224384795,-0.0433826316179824,-0.04405727543609627,-0.0406046294488737,-0.04261858245296351,-0.04231939163606013,0.0013491033578350597
101,4.98519287109375,0.09334213512959244,0.09608840942382812,0.007453132055190799,138,42,405,"{'columntransformer__countvectorizer__max_features': 138, 'randomforestregressor__max_depth': 42, 'randomforestregressor__n_estimators': 405}",-0.09761000108586956,-0.0959718211102073,-0.09098032352322781,-0.10111200793265393,-0.09429426703833185,-0.09599368413805809,0.003371409202908147,-0.037268715327960625,-0.03878066754507744,-0.03939610075029158,-0.037082536476774355,-0.039320639552640486,-0.03836973193054889,0.0009995635081947213
102,6.8213615894317625,0.05084535534146777,0.10852103233337403,0.009062849335154723,270,38,534,"{'columntransformer__countvectorizer__max_features': 270, 'randomforestregressor__max_depth': 38, 'randomforestregressor__n_estimators': 534}",-0.09739499438542762,-0.09576968935955996,-0.09113108362400309,-0.10148413932888858,-0.09419553994237627,-0.09599508932805109,0.0034361937869582504,-0.0406097355916478,-0.04317960884979621,-0.043552097557482204,-0.040470057994382504,-0.042600602611683885,-0.04208242052099852,0.0012962098069291635
103,12.69167709350586,0.12245752663819598,0.14031605720520018,0.004204516693114364,390,39,956,"{'columntransformer__countvectorizer__max_features': 390, 'randomforestregressor__max_depth': 39, 'randomforestregressor__n_estimators': 956}",-0.0970732581421519,-0.095798420332258,-0.09079247373783272,-0.10240077998587774,-0.09393173632237636,-0.09599933370409934,0.0038355845453162236,-0.04023679617257062,-0.04275417117455665,-0.042956923445757675,-0.04047002979026222,-0.04223921967098037,-0.041731428050825504,0.0011515854126278769
104,4.912718200683594,0.234770890447517,0.09855160713195801,0.018917383382273768,166,50,350,"{'columntransformer__countvectorizer__max_features': 166, 'randomforestregressor__max_depth': 50, 'randomforestregressor__n_estimators': 350}",-0.09770555352993392,-0.09585164678050011,-0.09093303599139967,-0.10153366663522712,-0.09413861467839678,-0.09603250352309152,0.003540790452311351,-0.035573624211340214,-0.03678231036075304,-0.037226222101266346,-0.035553243416660815,-0.03660930848314232,-0.03634894171463254,0.0006722310803084669
105,57.291978454589845,0.11042562983529157,0.14562721252441407,0.007066752311142698,162,40,985,"{'columntransformer__countvectorizer__max_features': 162, 'randomforestregressor__max_depth': 40, 'randomforestregressor__n_estimators': 985}",-0.09752463413988413,-0.0965385538366966,-0.0904182800632959,-0.10168361614570202,-0.09400400975190537,-0.09603381878749681,0.003743044161042071,-0.03860475128937044,-0.04072321583730517,-0.04134600767691608,-0.038608398019310965,-0.040498984682332165,-0.03995627150104697,0.0011364398493467092
106,3.770393705368042,0.058324418997573436,0.08713974952697753,0.005304437125931743,131,80,281,"{'columntransformer__countvectorizer__max_features': 131, 'randomforestregressor__max_depth': 80, 'randomforestregressor__n_estimators': 281}",-0.09757561258739145,-0.09694900270786184,-0.09040647334782696,-0.10051824015185191,-0.09475753550166749,-0.09604137285931993,0.0033651257065859374,-0.034089567319293176,-0.03425716135192641,-0.03433916886225045,-0.03420163533504064,-0.034418194559495685,-0.034261145485601274,0.00011291453175687217
107,2.444533681869507,0.10825585973722808,0.0796818733215332,0.010013337528600471,227,54,161,"{'columntransformer__countvectorizer__max_features': 227, 'randomforestregressor__max_depth': 54, 'randomforestregressor__n_estimators': 161}",-0.09751155111023725,-0.09616568195278853,-0.09019597592106608,-0.10233512531541525,-0.0940287827774899,-0.09604742341539939,0.004000179945349431,-0.03526940297995284,-0.03655047262246565,-0.036596698291169884,-0.03494999057221758,-0.036487819126613544,-0.03597087671848389,0.000711208469516737
108,6.416263914108276,0.17027968731587698,0.10959062576293946,0.005614808670750615,153,38,519,"{'columntransformer__countvectorizer__max_features': 153, 'randomforestregressor__max_depth': 38, 'randomforestregressor__n_estimators': 519}",-0.09736317981647725,-0.09696742784928482,-0.09041697593756891,-0.10152300768333476,-0.09398757995906337,-0.09605163424914583,0.003701471365557792,-0.03934575060031595,-0.04162900843078216,-0.042479841455319384,-0.03908048735219967,-0.04161560788681566,-0.04083013914508656,0.0013595118050570463
109,7.888143634796142,0.061840078250773416,0.11968917846679687,0.01532123735461954,145,66,601,"{'columntransformer__countvectorizer__max_features': 145, 'randomforestregressor__max_depth': 66, 'randomforestregressor__n_estimators': 601}",-0.09748984993806233,-0.0961860096423714,-0.09099165103879142,-0.10129731731572306,-0.09432864780736096,-0.09605869514846183,0.0034110284383239136,-0.03420498649818529,-0.03414032317177741,-0.03438297921936278,-0.03396349201538332,-0.03445939015312024,-0.034230234211565805,0.00017647454450295523
110,2.6060818672180175,0.07497390815311855,0.08114566802978515,0.013646070995396737,319,36,190,"{'columntransformer__countvectorizer__max_features': 319, 'randomforestregressor__max_depth': 36, 'randomforestregressor__n_estimators': 190}",-0.0967939013225422,-0.09720085689326226,-0.0908993231630821,-0.10223095504285246,-0.09319024867589273,-0.09606305701952636,0.0038675279725818106,-0.04182756871549737,-0.04501715450484741,-0.04470448888193818,-0.04210683946604985,-0.04428500688929057,-0.04358821169152467,0.0013466850587020179
111,4.836364650726319,0.04418914943602734,0.09517626762390137,0.01946354696883541,153,67,356,"{'columntransformer__countvectorizer__max_features': 153, 'randomforestregressor__max_depth': 67, 'randomforestregressor__n_estimators': 356}",-0.09807749859358814,-0.0962190288388566,-0.09092770206353862,-0.10085642102856161,-0.09424043102205024,-0.09606421630931905,0.0033690494183893404,-0.03421306944983119,-0.03419165747775852,-0.03454515903023565,-0.034019952793131435,-0.03439985477832929,-0.034273938705857224,0.0001813281182566437
112,6.602633857727051,0.06330337688311928,0.11182971000671386,0.009265186533698585,173,50,496,"{'columntransformer__countvectorizer__max_features': 173, 'randomforestregressor__max_depth': 50, 'randomforestregressor__n_estimators': 496}",-0.09772449700517519,-0.09610574547688974,-0.09093156784209702,-0.10123622531544002,-0.09436813735644001,-0.09607323459920838,0.0034271939330858224,-0.03564958784714397,-0.03674150352875174,-0.03715891293447944,-0.03563693457395164,-0.03668803047060321,-0.036374993870986,0.000619321526415651
113,10.79900164604187,0.15833610656853492,0.1411520481109619,0.016972912111147608,210,40,860,"{'columntransformer__countvectorizer__max_features': 210, 'randomforestregressor__max_depth': 40, 'randomforestregressor__n_estimators': 860}",-0.0970745896008228,-0.09659053312682603,-0.09087615341444615,-0.10167882496964223,-0.09416517340274319,-0.09607705490289609,0.0035593041568233183,-0.03882418051005916,-0.04114113480554554,-0.04192955386416967,-0.038867215071277474,-0.04073885098765394,-0.04030018704774115,0.0012479150123806217
114,2.786043643951416,0.08009756729280249,0.08327717781066894,0.007443897433512725,175,97,184,"{'columntransformer__countvectorizer__max_features': 175, 'randomforestregressor__max_depth': 97, 'randomforestregressor__n_estimators': 184}",-0.09756430593119203,-0.0962439990863213,-0.09041964008612974,-0.10152918345795557,-0.09464987591542032,-0.0960814008954038,0.003633416562835791,-0.034648493844877185,-0.03431240817376944,-0.034124369644063256,-0.034201120028831286,-0.034432592695897754,-0.03434379687748779,0.0001845075521139465
115,5.154281520843506,0.044836974757733246,0.08605570793151855,0.00391426671376882,428,38,380,"{'columntransformer__countvectorizer__max_features': 428, 'randomforestregressor__max_depth': 38, 'randomforestregressor__n_estimators': 380}",-0.09722208992723122,-0.09642675418467773,-0.0909405831011056,-0.10204023515363586,-0.09383931868604242,-0.09609379621053857,0.0036981703067150676,-0.04096203841881764,-0.043397139694507834,-0.04345580898604448,-0.04060625476730238,-0.04306549000273923,-0.042297346373882314,0.0012477550851932176
116,1.473985481262207,0.029794310613387567,0.06905250549316407,0.005638970795108089,436,64,83,"{'columntransformer__countvectorizer__max_features': 436, 'randomforestregressor__max_depth': 64, 'randomforestregressor__n_estimators': 83}",-0.09646648457370233,-0.09437097982844307,-0.09191623998023209,-0.10256805875300536,-0.09521549237363877,-0.09610745110180433,0.0035565581614322244,-0.03474741318609228,-0.03552668530183472,-0.03557526163576007,-0.03481420916568673,-0.03554991113772754,-0.035242696085420265,0.00037803095096199465
117,3.5808642387390135,0.042866776258187154,0.09553709030151367,0.02967779555263121,292,38,277,"{'columntransformer__countvectorizer__max_features': 292, 'randomforestregressor__max_depth': 38, 'randomforestregressor__n_estimators': 277}",-0.09719777531595551,-0.09660528462214868,-0.09078961948024988,-0.10168477676876508,-0.09426319460341989,-0.09610813015810782,0.003583959251518699,-0.040847266898331264,-0.042882574965762026,-0.04333249624016134,-0.041050593501401104,-0.042938081231662276,-0.042210202567463606,0.0010434291450648818
118,3.578534984588623,0.04187597332058539,0.07279605865478515,0.0027566966784112216,355,71,226,"{'columntransformer__countvectorizer__max_features': 355, 'randomforestregressor__max_depth': 71, 'randomforestregressor__n_estimators': 226}",-0.0975928152730399,-0.09598113902144931,-0.09083205432661641,-0.10245420125859156,-0.09371373640459056,-0.09611478925685754,0.003900331036213081,-0.034270704577944934,-0.03459772054086652,-0.03470568262260687,-0.0339941521680033,-0.034612968905265176,-0.034436245762937356,0.0002656132620561233
119,11.557215976715089,0.13277908594962698,0.15131940841674804,0.010375748589321816,207,38,951,"{'columntransformer__countvectorizer__max_features': 207, 'randomforestregressor__max_depth': 38, 'randomforestregressor__n_estimators': 951}",-0.09735347772737327,-0.09669649924673064,-0.09079716303884118,-0.10199223358220147,-0.0937432523369466,-0.09611652518641862,0.0037501575520663866,-0.039997969060698996,-0.04210463100907077,-0.04290895367765691,-0.039866999949093845,-0.042054255782339595,-0.04138656189577202,0.0012260810484297127
120,1.530754566192627,0.06841615746015332,0.0691068172454834,0.01022946374611376,156,50,101,"{'columntransformer__countvectorizer__max_features': 156, 'randomforestregressor__max_depth': 50, 'randomforestregressor__n_estimators': 101}",-0.09779657940667767,-0.0958395818263183,-0.09093618617497032,-0.1012138525266121,-0.094879230112954,-0.09613308600950649,0.003383709972466436,-0.036408333879563076,-0.03614012645730502,-0.03696266063339094,-0.035485974598328446,-0.03696173924097304,-0.036391766961912105,0.0005540478671158896
121,11.069095373153687,0.16803404559861984,0.13740787506103516,0.008743457232616525,254,38,893,"{'columntransformer__countvectorizer__max_features': 254, 'randomforestregressor__max_depth': 38, 'randomforestregressor__n_estimators': 893}",-0.09719566100896561,-0.09606293667168195,-0.09117541244537287,-0.10195512153698888,-0.0942770685266715,-0.09613324003793616,0.0035511522690195797,-0.04045875005385902,-0.04287366542797909,-0.043623027567910394,-0.04048701637128642,-0.04272650539540598,-0.04203379296328818,0.0013102809539326217
122,3.6273083209991457,0.06573894413147949,0.07839808464050294,0.005656675001976724,255,33,298,"{'columntransformer__countvectorizer__max_features': 255, 'randomforestregressor__max_depth': 33, 'randomforestregressor__n_estimators': 298}",-0.09754204861834807,-0.0969707721238064,-0.09080623546986126,-0.10175527181700746,-0.09365753992106318,-0.09614637359001728,0.0037094109834855545,-0.04377840371305615,-0.04662004337678322,-0.046805943484477634,-0.04363633733749234,-0.04602316058326633,-0.04537277769901514,0.0013849106304678078
