rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_columntransformer__countvectorizer__max_features,param_randomforestregressor__max_depth,param_randomforestregressor__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
65,7.035446214675903,0.09442807274520122,0.08626265525817871,0.008821791550059195,253,75,603,"{'columntransformer__countvectorizer__max_features': 253, 'randomforestregressor__max_depth': 75, 'randomforestregressor__n_estimators': 603}",-0.09716033412161364,-0.0950707333145277,-0.09086681322542157,-0.10094349827077682,-0.09360659011105266,-0.09552959380867847,0.003394692752952252,-0.03407814184383938,-0.03419960681033989,-0.034317306382294015,-0.033759936348167555,-0.034201096771239975,-0.034111217631176166,0.00019123599433646703
66,9.675644493103027,0.11204889161626604,0.09496612548828125,0.004091392665638692,331,78,854,"{'columntransformer__countvectorizer__max_features': 331, 'randomforestregressor__max_depth': 78, 'randomforestregressor__n_estimators': 854}",-0.09746912409826339,-0.09499979353722894,-0.09047831144960417,-0.10084187896877496,-0.09386412957337004,-0.09553064752544829,0.003480001687718509,-0.034091511860274544,-0.03413615905483149,-0.034437844916040676,-0.03367400809829509,-0.034217874040078824,-0.03411147959390413,0.00024908761403108216
67,6.712534379959107,0.08519821756532175,0.08104643821716309,0.011827386213086669,221,90,618,"{'columntransformer__countvectorizer__max_features': 221, 'randomforestregressor__max_depth': 90, 'randomforestregressor__n_estimators': 618}",-0.09674592165878326,-0.09541416166309664,-0.09076327608343465,-0.10094217429915824,-0.09379674363547653,-0.09553245546798986,0.0033618244755003394,-0.03402694602310526,-0.03413488911852949,-0.034088475051760624,-0.03360342325173843,-0.03403699981233744,-0.03397814665149425,0.00019131296684388977
68,1.7390451908111573,0.020100011600516013,0.03687138557434082,0.0057855068469549915,227,54,161,"{'columntransformer__countvectorizer__max_features': 227, 'randomforestregressor__max_depth': 54, 'randomforestregressor__n_estimators': 161}",-0.09699766004913941,-0.09469842955786445,-0.09101384929541599,-0.10027426462609396,-0.09467871561135335,-0.09553258382797343,0.0030487325621809795,-0.03509136452329588,-0.03677453297121926,-0.03696460325118887,-0.0351211503385691,-0.035738823478229896,-0.0359380949125006,0.000797170984025986
69,9.234679031372071,0.06266682009218792,0.09532752037048339,0.0031062532861579266,418,54,695,"{'columntransformer__countvectorizer__max_features': 418, 'randomforestregressor__max_depth': 54, 'randomforestregressor__n_estimators': 695}",-0.09667305450539677,-0.09494355868286616,-0.09131900038642257,-0.10122317157443686,-0.09351969594044555,-0.0955356962179136,0.0033417470736021647,-0.035714500436615074,-0.03691145143518286,-0.03703209397255715,-0.035752980334130394,-0.0363627068539137,-0.03635474660647984,0.0005551253715578464
70,4.401960659027099,0.05835416778643949,0.07552876472473144,0.011130477475586114,312,85,285,"{'columntransformer__countvectorizer__max_features': 312, 'randomforestregressor__max_depth': 85, 'randomforestregressor__n_estimators': 285}",-0.09666469848481182,-0.0950175660160801,-0.0907801369745208,-0.10135289063717269,-0.09391560117464208,-0.0955461786574455,0.0034820212002551467,-0.03397464932929715,-0.0340639258441854,-0.03422437935140569,-0.03368316873658188,-0.03440514776236915,-0.03407025420476785,0.00024286776475735682
71,2.311718225479126,0.0171060767760884,0.04170260429382324,0.0011106670034428875,283,53,210,"{'columntransformer__countvectorizer__max_features': 283, 'randomforestregressor__max_depth': 53, 'randomforestregressor__n_estimators': 210}",-0.09662380393284961,-0.0953488140432616,-0.09044142130182632,-0.10101052224952042,-0.09431399561992627,-0.09554771142947685,0.0034245026169684766,-0.035673113455100304,-0.03681369224907174,-0.0372733215352309,-0.035756593282649275,-0.036493267485879055,-0.03640199760158626,0.0006139783230359282
72,9.62386245727539,0.11823893900163482,0.09907898902893067,0.004650876652497712,195,98,905,"{'columntransformer__countvectorizer__max_features': 195, 'randomforestregressor__max_depth': 98, 'randomforestregressor__n_estimators': 905}",-0.09707866182961507,-0.09550872013157809,-0.0904082222718097,-0.10099635184884273,-0.09378628351425429,-0.09555564791921997,0.0035085516678965726,-0.034044294259816546,-0.03397370153834671,-0.034083598827104086,-0.03364964217238495,-0.03394715988761459,-0.03393967933705337,0.00015296543883351225
73,2.9430233001708985,0.023945822521955158,0.05650019645690918,0.014314581621801362,250,54,272,"{'columntransformer__countvectorizer__max_features': 250, 'randomforestregressor__max_depth': 54, 'randomforestregressor__n_estimators': 272}",-0.09707355041928652,-0.0951753479042433,-0.0911462835153243,-0.10087766767640728,-0.09367065565593674,-0.09558870103423964,0.0032791089684214188,-0.03519195068279829,-0.03656434763999647,-0.03710310657762577,-0.03535087081809261,-0.036262156579999254,-0.03609448645970248,0.0007257730211720604
74,3.4677380561828612,0.09265098279522448,0.05216436386108399,0.0073163132474356575,166,50,350,"{'columntransformer__countvectorizer__max_features': 166, 'randomforestregressor__max_depth': 50, 'randomforestregressor__n_estimators': 350}",-0.09714313622211607,-0.09579079487855899,-0.09008277263247921,-0.10059539561874128,-0.09438436579901846,-0.0955992930301828,0.0034435217818365943,-0.03571586636534855,-0.036908143508248725,-0.03703735530552792,-0.03567831373704627,-0.03671590476649445,-0.03641111673653318,0.0005920269275963074
