rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_columntransformer__countvectorizer__max_features,param_svr__C,param_svr__gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
11,0.3878835678100586,0.011378277139040376,0.08335742950439454,0.010102308560080925,437,6.1792472104746325,0.057036582128035716,"{'columntransformer__countvectorizer__max_features': 437, 'svr__C': 6.1792472104746325, 'svr__gamma': 0.057036582128035716}",-0.09457871020351234,-0.10017950121552897,-0.08975522296014636,-0.10349556572150387,-0.09120831315879585,-0.09584346265189748,0.005244173603848165,-0.028841359735405553,-0.028777526106761753,-0.02867713160776893,-0.028090232046281402,-0.028437365166252428,-0.028564722932494013,0.0002741570439370404
12,0.536127233505249,0.015442380831970123,0.07819943428039551,0.007945040061000231,130,38.3840041627377,0.008637682339493937,"{'columntransformer__countvectorizer__max_features': 130, 'svr__C': 38.3840041627377, 'svr__gamma': 0.008637682339493937}",-0.09362568378864138,-0.10034906110378013,-0.09482777449070437,-0.09996375086757157,-0.09265272281632138,-0.09628379861340376,0.0032384780320476895,-0.04657360884371171,-0.046705097898167895,-0.04735505886107187,-0.04710555028981792,-0.04771479276201643,-0.04709082173095717,0.00041849016353863287
13,0.4045689105987549,0.016589401785639026,0.07953267097473145,0.009111004278451424,391,5109.0702249872065,0.04491071747107046,"{'columntransformer__countvectorizer__max_features': 391, 'svr__C': 5109.0702249872065, 'svr__gamma': 0.04491071747107046}",-0.09413203464003345,-0.10169418724804657,-0.09040457002795602,-0.10399138586039279,-0.09235467304608569,-0.09651537016450291,0.005348729271747087,-0.028484443912363728,-0.02850651546410614,-0.02828275319072783,-0.028076388015709094,-0.028658005687691574,-0.028401621254119675,0.00020174322375080667
14,0.42484383583068847,0.023904161797122698,0.07902417182922364,0.008113597959819514,397,56.48337744684721,0.031459124234739615,"{'columntransformer__countvectorizer__max_features': 397, 'svr__C': 56.48337744684721, 'svr__gamma': 0.031459124234739615}",-0.09398218361838803,-0.10102744477992066,-0.09059940871633775,-0.10396799515537936,-0.09336677596821731,-0.09658876164764862,0.0050438632889327805,-0.028597546661028993,-0.028610102496359046,-0.028457411567919987,-0.02818987385379935,-0.02855948944675789,-0.028482884805173053,0.00015601554838697162
15,0.40534496307373047,0.019128454526602976,0.08186531066894531,0.00986221448747825,312,97.7074998305957,0.04589739155617633,"{'columntransformer__countvectorizer__max_features': 312, 'svr__C': 97.7074998305957, 'svr__gamma': 0.04589739155617633}",-0.09470538321811772,-0.10300207753651092,-0.08989464247199759,-0.10436226899210313,-0.09240454581017865,-0.09687378360578161,0.005779582295680331,-0.02845702398789081,-0.028413100097114088,-0.028283373009986835,-0.02798487950649579,-0.028540512172335303,-0.02833577775476457,0.0001941501549446011
16,0.39292221069335936,0.018061119037317174,0.07965335845947266,0.006883932257175964,249,128.36363185405617,0.0685529446752002,"{'columntransformer__countvectorizer__max_features': 249, 'svr__C': 128.36363185405617, 'svr__gamma': 0.0685529446752002}",-0.09625736799599025,-0.10172986977616871,-0.08940970508803676,-0.10522705637627464,-0.0931386147319868,-0.09715252279369144,0.005709889386615508,-0.028613299918261687,-0.028478036051425144,-0.02850612308983877,-0.028085466050784786,-0.028323886761056835,-0.02840136237427344,0.00018306509262141216
17,0.3558183193206787,0.020144265758736807,0.08453335762023925,0.012356945008680132,200,1.7281734890805678,0.10528251991210166,"{'columntransformer__countvectorizer__max_features': 200, 'svr__C': 1.7281734890805678, 'svr__gamma': 0.10528251991210166}",-0.09912021648826284,-0.10001974909882974,-0.09122265646063205,-0.10767439637457578,-0.0929170650286622,-0.09819081669019251,0.005839773539143202,-0.031610738580402836,-0.031617574624216285,-0.03147091613555714,-0.031122572345736448,-0.03180235889956048,-0.03152483211709464,0.00022703394669937275
18,0.712270450592041,0.014477597509391269,0.08809356689453125,0.012611329932543954,167,104.787619403751,0.006793451538894223,"{'columntransformer__countvectorizer__max_features': 167, 'svr__C': 104.787619403751, 'svr__gamma': 0.006793451538894223}",-0.09410923125005648,-0.10426369575338534,-0.09561030654870493,-0.10273552311292561,-0.09787455927645432,-0.09891866318830535,0.003957367938620741,-0.0383856108477118,-0.03787979816058743,-0.03766834238466344,-0.03846697095801725,-0.03865184378927077,-0.038210513228050136,0.0003726993660321652
19,0.3722569942474365,0.0705480830352701,0.11978278160095215,0.05707358036130993,133,0.3474608463376797,0.018308966791215943,"{'columntransformer__countvectorizer__max_features': 133, 'svr__C': 0.3474608463376797, 'svr__gamma': 0.018308966791215943}",-0.10126223547647538,-0.10270062921339686,-0.09137897729050116,-0.11079358543872425,-0.09077386025628127,-0.09938185753507578,0.007522251122675628,-0.08678138925674471,-0.0863791054886113,-0.08910201707616884,-0.08522049983416545,-0.08925946730413493,-0.08734849579196505,0.0015821721267559922
20,0.36708507537841795,0.01829030081311517,0.07955813407897949,0.003592476940962376,304,3225.5272380164834,0.1272062767946053,"{'columntransformer__countvectorizer__max_features': 304, 'svr__C': 3225.5272380164834, 'svr__gamma': 0.1272062767946053}",-0.10051312416746608,-0.10138542006618975,-0.09194939514536778,-0.10895002817883029,-0.09437551759871178,-0.09943469703131314,0.005952056672255282,-0.028647774149436773,-0.02870222324010557,-0.028477369187692742,-0.028364815812589487,-0.02844059689141168,-0.02852655585624725,0.00012768791491516842
21,0.36944069862365725,0.022538130951342848,0.08005104064941407,0.009199636766597744,439,68.65935560448851,0.13749488342987257,"{'columntransformer__countvectorizer__max_features': 439, 'svr__C': 68.65935560448851, 'svr__gamma': 0.13749488342987257}",-0.10148949042164379,-0.10122988998602155,-0.09248943359451856,-0.10947643660645591,-0.09432730985558828,-0.09980251209284562,0.006032032421802017,-0.028613925578547125,-0.02873026505550871,-0.028581324953196475,-0.02844432908399277,-0.0284979534832028,-0.02857355963088958,9.86540661961459e-05
