rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_columntransformer__countvectorizer__max_features,param_svr__C,param_svr__gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
22,0.38828220367431643,0.01911257495340122,0.08303399085998535,0.006605810815284729,104,4.138627686492709,0.053282119155282665,"{'columntransformer__countvectorizer__max_features': 104, 'svr__C': 4.138627686492709, 'svr__gamma': 0.053282119155282665}",-0.09843258733971118,-0.10506581687944373,-0.09253648446842673,-0.10730040693148804,-0.09576301158692442,-0.09981966144119882,0.00556612521225725,-0.03424029125625873,-0.034907964229513984,-0.03495815774238035,-0.03452888495410519,-0.0347936958360447,-0.034685798803660586,0.0002676854753313244
23,0.34743218421936034,0.027269693175644715,0.0794856071472168,0.010940675274025013,188,0.26973788347855704,0.05548096289578808,"{'columntransformer__countvectorizer__max_features': 188, 'svr__C': 0.26973788347855704, 'svr__gamma': 0.05548096289578808}",-0.1022970782251969,-0.10269886683770287,-0.09308438182121294,-0.11097296560827563,-0.09131468655086245,-0.10007359580865013,0.007158209100187158,-0.07673333147261815,-0.07623890130664362,-0.0779262519308837,-0.0748685076030972,-0.07903309913381817,-0.07696001828941217,0.0014266804270101692
24,0.517572546005249,0.03628388010903788,0.12120442390441895,0.0402528165552647,145,20.38028044582066,0.0252997625325705,"{'columntransformer__countvectorizer__max_features': 145, 'svr__C': 20.38028044582066, 'svr__gamma': 0.0252997625325705}",-0.09695814825207044,-0.10376595864855055,-0.09501654284619873,-0.1073918418265932,-0.09742105629582831,-0.10011070957384824,0.004679725311868187,-0.030461671505029275,-0.03121850160603429,-0.030893564200267485,-0.030965327247630854,-0.031098899953917635,-0.030927592902575907,0.00025831707711901814
25,0.6699695110321044,0.018246306913606757,0.07979846000671387,0.009533942778227472,406,1827.4243436217375,0.011093601138396036,"{'columntransformer__countvectorizer__max_features': 406, 'svr__C': 1827.4243436217375, 'svr__gamma': 0.011093601138396036}",-0.09715653145901389,-0.10375849870126956,-0.09554809120643777,-0.10533376371741558,-0.09933729019700023,-0.1002268350562274,0.0037593102212975667,-0.028560062095469727,-0.02850521838161929,-0.028251864165131195,-0.028170906540412807,-0.028815565973929803,-0.028460723431312562,0.00023038108610344552
26,0.5054513454437256,0.0184344682373168,0.09083371162414551,0.009765735779493427,212,60.72986785522943,0.021991913760241014,"{'columntransformer__countvectorizer__max_features': 212, 'svr__C': 60.72986785522943, 'svr__gamma': 0.021991913760241014}",-0.09702156957618761,-0.10663632680576572,-0.09241859618745181,-0.1084882273389997,-0.09836841031657782,-0.10058662604499653,0.006056087890735839,-0.02883332672059068,-0.028702863245650714,-0.02862575835507485,-0.028504079490441033,-0.028980410787569313,-0.028729287719865316,0.00016493770800933
27,0.3677195072174072,0.011248288179496687,0.08224968910217285,0.009667189651987474,132,1.7762543238920123,0.1410648535047206,"{'columntransformer__countvectorizer__max_features': 132, 'svr__C': 1.7762543238920123, 'svr__gamma': 0.1410648535047206}",-0.1030061416825649,-0.10147643407918507,-0.09292763136908665,-0.11074341610159953,-0.09566612415695833,-0.1007639494778789,0.006205167504404882,-0.030612732590815744,-0.030639163270489697,-0.030238896038406224,-0.02982103207032738,-0.03033004357047037,-0.030328373508101886,0.0002976087046783055
28,0.36931743621826174,0.009429618275330983,0.08722410202026368,0.015143791485171917,378,3.331779620926683,0.1573043835178012,"{'columntransformer__countvectorizer__max_features': 378, 'svr__C': 3.331779620926683, 'svr__gamma': 0.1573043835178012}",-0.10344366930763346,-0.10205609598283229,-0.09328530679460371,-0.11078497838436223,-0.09487708017740716,-0.10088942612936777,0.0063210468420256995,-0.02867518903026064,-0.028706065372522585,-0.02863058180422167,-0.02842043274172713,-0.028526864020703792,-0.028591826593887166,0.00010497404359475463
29,0.3466679096221924,0.014013683437186519,0.07422723770141601,0.004295363086873383,338,1.0569114983822856,0.0025339127656317465,"{'columntransformer__countvectorizer__max_features': 338, 'svr__C': 1.0569114983822856, 'svr__gamma': 0.0025339127656317465}",-0.10515927758436454,-0.10576174449881015,-0.0930529420370751,-0.11128973144375348,-0.09197015289198465,-0.10144676969119759,0.007609838725698099,-0.0943171940114878,-0.09349247792422628,-0.097139059647635,-0.09268135365957546,-0.09714562034016838,-0.0949551411166186,0.0018592562438809156
30,0.3457608222961426,0.022342019131735377,0.07957067489624023,0.00509945797267947,374,1.2883492325734685,0.0020131603145300487,"{'columntransformer__countvectorizer__max_features': 374, 'svr__C': 1.2883492325734685, 'svr__gamma': 0.0020131603145300487}",-0.10553174569506737,-0.10597511784285228,-0.09334618060114841,-0.11146546719472751,-0.0921614988695361,-0.10169600204066634,0.007603847442174737,-0.09469899551668154,-0.09380919959404993,-0.09759385793058035,-0.09310098996902506,-0.09748992176495602,-0.09533859295505857,0.001869194041136013
31,0.3451964855194092,0.028993064219251446,0.07615461349487304,0.005319154891005456,102,0.46057381775641676,0.13535738715779316,"{'columntransformer__countvectorizer__max_features': 102, 'svr__C': 0.46057381775641676, 'svr__gamma': 0.13535738715779316}",-0.10437953774466804,-0.10328933533573548,-0.09449104731796064,-0.11162571988748353,-0.09475856192011949,-0.10170884044119344,0.006455664105899554,-0.051873056038455594,-0.052469441247863166,-0.0534697436372563,-0.05102193981951265,-0.05362169494143869,-0.05249117513690528,0.0009774320782536742
32,0.797972583770752,0.02735892083284337,0.08986124992370606,0.006453973836703524,198,160.31873423829194,0.007731109165229405,"{'columntransformer__countvectorizer__max_features': 198, 'svr__C': 160.31873423829194, 'svr__gamma': 0.007731109165229405}",-0.09692710280153478,-0.10646066889033771,-0.09822614159362444,-0.10731742946927683,-0.10207546603584595,-0.10220136175812393,0.004194088189390407,-0.031894000043164644,-0.03147493641846889,-0.03128408440893987,-0.03160911156963751,-0.03148641329868853,-0.031549709147779895,0.00020110628822193825
33,0.5416015625,0.04079054192019014,0.08491568565368653,0.010151560885946721,174,253.7090426516668,0.023297068119681925,"{'columntransformer__countvectorizer__max_features': 174, 'svr__C': 253.7090426516668, 'svr__gamma': 0.023297068119681925}",-0.09783764480466542,-0.10835787991655285,-0.09758422689371327,-0.11031613769135533,-0.10141420906678016,-0.10310201967461341,0.005304261498728889,-0.02856322002993293,-0.028562295048862357,-0.028416256458778735,-0.028250322257669457,-0.028895961959242548,-0.02853761115089721,0.00021304566684970358
34,0.46445908546447756,0.03847995432488127,0.07938151359558106,0.006635389108071638,158,82.08781286227855,0.2076351304541143,"{'columntransformer__countvectorizer__max_features': 158, 'svr__C': 82.08781286227855, 'svr__gamma': 0.2076351304541143}",-0.10735359294288907,-0.10486677776422497,-0.09458788659104465,-0.11323655536331043,-0.09742125579346751,-0.10349321369098732,0.006751228579179602,-0.028697599539336916,-0.02869979780009402,-0.02871888531409834,-0.02842121426272018,-0.028561895440078162,-0.028619878471265525,0.00011406973142153042
35,0.3709843158721924,0.05148850684012174,0.11709098815917969,0.03664067841609641,198,0.25561150690611073,0.1327236816184204,"{'columntransformer__countvectorizer__max_features': 198, 'svr__C': 0.25561150690611073, 'svr__gamma': 0.1327236816184204}",-0.10767413990719166,-0.10641085356131927,-0.09508683016426205,-0.11568591540459525,-0.09397804988714777,-0.1037671577849032,0.008191277566956848,-0.06632233558211252,-0.06612168703798095,-0.06792071433753304,-0.06481824193275039,-0.0685641216307132,-0.06674942010421801,0.001339475340025599
36,1.0417370796203613,0.033492364879633335,0.08778314590454102,0.010008232652193413,120,290.65092918289565,0.005390747451358312,"{'columntransformer__countvectorizer__max_features': 120, 'svr__C': 290.65092918289565, 'svr__gamma': 0.005390747451358312}",-0.09875993459917744,-0.10760152454054937,-0.10228209843517934,-0.1077153379697688,-0.10295638632641738,-0.10386305637421847,0.003411144914939082,-0.035303466392475835,-0.036595048467896796,-0.03545802357660754,-0.036588109570031765,-0.03608094507341377,-0.036005118616085144,0.0005450273679715561
37,0.3511773109436035,0.02601905302236999,0.07689714431762695,0.007161065697962563,253,0.15036216873089092,0.06456549865349608,"{'columntransformer__countvectorizer__max_features': 253, 'svr__C': 0.15036216873089092, 'svr__gamma': 0.06456549865349608}",-0.10772226918745834,-0.10635513850634175,-0.0948391087708577,-0.11629343264244041,-0.0942229061818325,-0.10388657105778613,0.008366356583829563,-0.08535986475695696,-0.08538247165037025,-0.08784586360110547,-0.08371530494004524,-0.08828627495831794,-0.08611795598135917,0.0017073747954207128
38,0.34589691162109376,0.013003551129074756,0.08368349075317383,0.007221743045783189,156,21.125135575739712,0.22037433791340294,"{'columntransformer__countvectorizer__max_features': 156, 'svr__C': 21.125135575739712, 'svr__gamma': 0.22037433791340294}",-0.10828001164469271,-0.10550637670054398,-0.09506091672661213,-0.11382313163765398,-0.09800886295803288,-0.10413585993350713,0.006823345643155653,-0.028705041359436523,-0.028670399381447605,-0.02878396383374184,-0.028421858044803867,-0.028678229490361206,-0.028651898421958207,0.0001218356520727716
39,1.6011744499206544,0.032489018811557475,0.08592748641967773,0.014681504415224792,275,1291.3355581737703,0.0034362828819527558,"{'columntransformer__countvectorizer__max_features': 275, 'svr__C': 1291.3355581737703, 'svr__gamma': 0.0034362828819527558}",-0.09997421785631475,-0.10772774166204484,-0.10021768942577901,-0.11093711786531908,-0.10400514574275473,-0.10457238251044247,0.0042636691971099094,-0.02932813986739688,-0.02942780388026215,-0.02921694156143275,-0.029135183619374064,-0.02908403352198206,-0.029238420490089578,0.00012559471876673404
