rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_columntransformer__countvectorizer__max_features,param_svr__C,param_svr__gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score
53,0.2353287696838379,0.018265788645529243,0.05294656753540039,0.0203405980042688,178,39.74578880779049,258.3385337140317,"{'columntransformer__countvectorizer__max_features': 178, 'svr__C': 39.74578880779049, 'svr__gamma': 258.3385337140317}",-0.007261833611218682,-0.0031739862961108756,-0.00516614741021848,-0.011562921053675623,-0.012770294988812436,-0.00798703667200722,0.0036692042424458825
53,0.24075121879577638,0.01172121297238652,0.04913840293884277,0.010678161435011461,401,9.523442139109461,3268.7978549728687,"{'columntransformer__countvectorizer__max_features': 401, 'svr__C': 9.523442139109461, 'svr__gamma': 3268.7978549728687}",-0.007261833611218682,-0.0031739862961108756,-0.00516614741021848,-0.011562921053675623,-0.012770294988812436,-0.00798703667200722,0.0036692042424458825
53,0.24771275520324706,0.014899513417194865,0.05176057815551758,0.006873433293484513,339,4026.7599783101446,26.940577127700475,"{'columntransformer__countvectorizer__max_features': 339, 'svr__C': 4026.7599783101446, 'svr__gamma': 26.940577127700475}",-0.007261833611218682,-0.0031739862961108756,-0.00516614741021848,-0.011562921053675623,-0.012770294988812436,-0.00798703667200722,0.0036692042424458825
53,0.21915607452392577,0.005696989922481921,0.048038053512573245,0.005476175331180418,160,575.3969478267386,7693.428160811587,"{'columntransformer__countvectorizer__max_features': 160, 'svr__C': 575.3969478267386, 'svr__gamma': 7693.428160811587}",-0.007261833611218682,-0.0031739862961108756,-0.00516614741021848,-0.011562921053675623,-0.012770294988812436,-0.00798703667200722,0.0036692042424458825
53,0.20846123695373536,0.012116228953897265,0.044389963150024414,0.0060373240227769055,187,563.6008551440027,3660.35530157259,"{'columntransformer__countvectorizer__max_features': 187, 'svr__C': 563.6008551440027, 'svr__gamma': 3660.35530157259}",-0.007261833611218682,-0.0031739862961108756,-0.00516614741021848,-0.011562921053675623,-0.012770294988812436,-0.00798703667200722,0.0036692042424458825
53,0.2157191276550293,0.01904859532831951,0.04359688758850098,0.004310087331315035,178,86.73010156043648,95.19938188383254,"{'columntransformer__countvectorizer__max_features': 178, 'svr__C': 86.73010156043648, 'svr__gamma': 95.19938188383254}",-0.007261833611218682,-0.0031739862961108756,-0.00516614741021848,-0.011562921053675623,-0.012770294988812436,-0.00798703667200722,0.0036692042424458825
53,0.22736172676086425,0.030844983862964033,0.049999427795410153,0.007980254259757317,140,3.6890051813712343,962.5264641108603,"{'columntransformer__countvectorizer__max_features': 140, 'svr__C': 3.6890051813712343, 'svr__gamma': 962.5264641108603}",-0.007261833611218682,-0.0031739862961108756,-0.00516614741021848,-0.011562921053675623,-0.012770294988812436,-0.00798703667200722,0.0036692042424458825
53,0.2336108684539795,0.02016559874819136,0.05220918655395508,0.014879387434701217,113,25.096634937067382,794.3220562993016,"{'columntransformer__countvectorizer__max_features': 113, 'svr__C': 25.096634937067382, 'svr__gamma': 794.3220562993016}",-0.007261833611218682,-0.0031739862961108756,-0.00516614741021848,-0.011562921053675623,-0.012770294988812436,-0.00798703667200722,0.0036692042424458825
53,0.2334282398223877,0.010046192563389102,0.050714874267578126,0.00762221525573582,329,4281.089908191476,4871.772906592277,"{'columntransformer__countvectorizer__max_features': 329, 'svr__C': 4281.089908191476, 'svr__gamma': 4871.772906592277}",-0.007261833611218682,-0.0031739862961108756,-0.00516614741021848,-0.011562921053675623,-0.012770294988812436,-0.00798703667200722,0.0036692042424458825
53,0.2242743968963623,0.010047625056571847,0.04437074661254883,0.004524014813666106,338,196.83948349269383,2494.7853137178827,"{'columntransformer__countvectorizer__max_features': 338, 'svr__C': 196.83948349269383, 'svr__gamma': 2494.7853137178827}",-0.007261833611218682,-0.0031739862961108756,-0.00516614741021848,-0.011562921053675623,-0.012770294988812436,-0.00798703667200722,0.0036692042424458825
67,0.24249372482299805,0.01465091487134781,0.0439265251159668,0.004457548196050216,431,1089.9527722367181,8.135419592303386,"{'columntransformer__countvectorizer__max_features': 431, 'svr__C': 1089.9527722367181, 'svr__gamma': 8.135419592303386}",-0.007261833409764273,-0.0031739861891666443,-0.005166147576982194,-0.011562921265840576,-0.012770294946094607,-0.00798703667756966,0.0036692042830404254
68,0.2514642238616943,0.03235115922104782,0.052547359466552736,0.012751615137986014,213,14.781041949868875,6.840519342371567,"{'columntransformer__countvectorizer__max_features': 213, 'svr__C': 14.781041949868875, 'svr__gamma': 6.840519342371567}",-0.007261831454852041,-0.003173985204425689,-0.005166149279492327,-0.011562923357955723,-0.012770294422435047,-0.007987036743832165,0.003669204628133975
69,0.2241903781890869,0.018675653797759678,0.04276747703552246,0.0055855537344223155,288,785.760072741061,4.1041020632686,"{'columntransformer__countvectorizer__max_features': 288, 'svr__C': 785.760072741061, 'svr__gamma': 4.1041020632686}",-0.007261489087690753,-0.003173822448547803,-0.005166456542322617,-0.011563287570969694,-0.012770145582034598,-0.007987040246313092,0.003669245809793626
70,0.27050299644470216,0.026277378698467885,0.04619865417480469,0.00587889826642519,121,2.0956751682797927,818.7115032166614,"{'columntransformer__countvectorizer__max_features': 121, 'svr__C': 2.0956751682797927, 'svr__gamma': 818.7115032166614}",-0.007261833611218682,-0.0031739862961108756,-0.005167213883292554,-0.011567356399753814,-0.012770294988814657,-0.007988137035838117,0.003669905104610846
71,0.2354947566986084,0.014958094173352702,0.056194639205932616,0.00927324589766208,132,2.0931900135085897,5.835550435607174,"{'columntransformer__countvectorizer__max_features': 132, 'svr__C': 2.0931900135085897, 'svr__gamma': 5.835550435607174}",-0.007261816612172067,-0.003173967832051705,-0.005169482773778045,-0.011569338188771372,-0.012770289812374713,-0.00798897904382958,0.003669947183831647
72,0.21337394714355468,0.01798794949761927,0.048247480392456056,0.004052776441949125,385,0.15112968672413848,0.7876313602261799,"{'columntransformer__countvectorizer__max_features': 385, 'svr__C': 0.15112968672413848, 'svr__gamma': 0.7876313602261799}",0.0016180448607062692,0.0026395027052971143,-0.018319834546616898,-0.027876694040908978,0.0018777444327987558,-0.008012247317744747,0.01268744923867492
73,0.23143424987792968,0.022565207733952142,0.05035266876220703,0.0063740006931906346,296,0.5507866921248569,78.93596123796623,"{'columntransformer__countvectorizer__max_features': 296, 'svr__C': 0.5507866921248569, 'svr__gamma': 78.93596123796623}",-0.0023677845616116855,-0.00035881223429945486,-0.014740745632912056,-0.01956342074560591,-0.0045435613702498046,-0.008314864908935782,0.0074928128321675985
74,0.2343989372253418,0.016732430266857425,0.04020547866821289,0.007008195757819218,263,0.40468470688472197,543.6877005688611,"{'columntransformer__countvectorizer__max_features': 263, 'svr__C': 0.40468470688472197, 'svr__gamma': 543.6877005688611}",-0.001483486267674694,-9.944077542889396e-05,-0.017312268297507316,-0.02225925504199311,-0.0030453107162360382,-0.008839952219768011,0.009120853356162294
