rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_columntransformer__countvectorizer__max_features,param_ridge__alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score
11,0.12032222747802734,0.015613095509779944,0.031668233871459964,0.006216356119404523,288,1.0,"{'columntransformer__countvectorizer__max_features': 288, 'ridge__alpha': 1.0}",0.4093117685779496,0.31770357595641097,0.28188014677490425,0.3428856944910609,0.20066176855223417,0.31048859087051195,0.06891737481809387
12,0.13164181709289552,0.01287616846442698,0.04192509651184082,0.015115799672545137,165,1.0,"{'columntransformer__countvectorizer__max_features': 165, 'ridge__alpha': 1.0}",0.38541724009055656,0.3467379706634458,0.2708434715282877,0.34316593956804886,0.19827760446310616,0.308888445262689,0.06655278770354298
13,0.1184312343597412,0.006041148629655995,0.031654882431030276,0.013010696336104705,167,1.0,"{'columntransformer__countvectorizer__max_features': 167, 'ridge__alpha': 1.0}",0.3867096976476342,0.3193090199947173,0.27391084365451734,0.3444499798661932,0.1974800684113135,0.3043719219148751,0.06474970667891042
14,0.11919374465942383,0.009011310091477326,0.0402836799621582,0.007259518215076536,192,1.0,"{'columntransformer__countvectorizer__max_features': 192, 'ridge__alpha': 1.0}",0.3967657382679969,0.3115647607563924,0.28541134027451076,0.3411704718389801,0.17995852359954656,0.3029741669474853,0.07179264063840594
15,0.10339345932006835,0.007729349146877914,0.03502225875854492,0.008373441020783565,280,100.0,"{'columntransformer__countvectorizer__max_features': 280, 'ridge__alpha': 100.0}",0.26417768965662913,0.23925553313557257,0.29201955154082626,0.23482599716437724,0.2439212557654017,0.25484000545256136,0.021128967762357214
16,0.09743528366088867,0.010594089426746063,0.028644800186157227,0.009171564153256317,266,100.0,"{'columntransformer__countvectorizer__max_features': 266, 'ridge__alpha': 100.0}",0.264181817729802,0.23921886605994513,0.29198754283195394,0.23477589054124204,0.2439138372694447,0.25481559088647754,0.02113374488293691
17,0.1017566204071045,0.007579732752920333,0.027358341217041015,0.004603398531281459,227,100.0,"{'columntransformer__countvectorizer__max_features': 227, 'ridge__alpha': 100.0}",0.26416467475492245,0.2390894228649243,0.2917686414166467,0.23466464473962345,0.24373068993334557,0.2546836147418925,0.021114422769979
18,0.11691937446594239,0.009693664912568126,0.02506113052368164,0.004437125450264178,177,100.0,"{'columntransformer__countvectorizer__max_features': 177, 'ridge__alpha': 100.0}",0.2628757958416261,0.2383031922128921,0.29129235132911047,0.2332077150721349,0.24211674155209972,0.2535591592015727,0.02139368240857462
19,0.11118907928466797,0.006163351680683309,0.03379645347595215,0.007151448112303135,156,0.1,"{'columntransformer__countvectorizer__max_features': 156, 'ridge__alpha': 0.1}",0.352223030812039,0.30625995808251927,0.018180947104921685,0.24270583201881135,-0.06479599114378631,0.170914755374901,0.1644579858423998
20,0.10914640426635742,0.009623514165151708,0.027185344696044923,0.003685564433525688,177,0.1,"{'columntransformer__countvectorizer__max_features': 177, 'ridge__alpha': 0.1}",0.36648065501421223,0.23216681932832983,0.06081836472536817,0.25428927968167825,-0.08603163569347827,0.16554469661122204,0.15934090699199732
21,0.12807812690734863,0.018001349450469082,0.032458019256591794,0.0041180643978234845,404,0.1,"{'columntransformer__countvectorizer__max_features': 404, 'ridge__alpha': 0.1}",0.3463447371912737,0.13841245134816382,0.10078261384058773,0.19875773902134597,0.037206369833764796,0.1643007822470272,0.10505716202430027
22,0.14455199241638184,0.006242681986077034,0.02809419631958008,0.0052519956150625675,401,0.1,"{'columntransformer__countvectorizer__max_features': 401, 'ridge__alpha': 0.1}",0.3463447371912737,0.13841245134816382,0.10078261384058773,0.19963596995646837,0.034997192125229004,0.1640345928923445,0.10565264270349833
23,0.12155523300170898,0.017638111090137878,0.024179506301879882,0.006507632094132895,400,0.1,"{'columntransformer__countvectorizer__max_features': 400, 'ridge__alpha': 0.1}",0.3463447371912737,0.13841245134816382,0.10078261384058773,0.196239329765574,0.03722336870689802,0.16380050017049946,0.10489256729153282
24,0.1351186752319336,0.012837381952510376,0.03408384323120117,0.007889630292780671,424,0.1,"{'columntransformer__countvectorizer__max_features': 424, 'ridge__alpha': 0.1}",0.3463447371912737,0.13841245134816382,0.10078261384058773,0.18972036805812653,0.037158170219180886,0.16248366813146653,0.10453674429951139
24,0.16083459854125975,0.021413737614693684,0.0365293025970459,0.0050325786905485535,431,0.1,"{'columntransformer__countvectorizer__max_features': 431, 'ridge__alpha': 0.1}",0.3463447371912737,0.13841245134816382,0.10078261384058773,0.18972036805812653,0.037158170219180886,0.16248366813146653,0.10453674429951139
26,0.1251039981842041,0.011553935990965476,0.02740797996520996,0.00326486136844697,411,0.1,"{'columntransformer__countvectorizer__max_features': 411, 'ridge__alpha': 0.1}",0.3463447371912737,0.13841245134816382,0.10078261384058773,0.18972036805812653,0.03663170826106987,0.16237837573984432,0.10466311144574872
27,0.1119776725769043,0.0053573621283632585,0.03916015625,0.008036889067772637,195,0.1,"{'columntransformer__countvectorizer__max_features': 195, 'ridge__alpha': 0.1}",0.36970794225126147,0.23193096004301172,0.07668360297830834,0.2438030298862236,-0.1481495330554372,0.15479520042067357,0.17772829764319154
28,0.1147883415222168,0.04218125863304612,0.04061846733093262,0.02013420879148447,246,0.1,"{'columntransformer__countvectorizer__max_features': 246, 'ridge__alpha': 0.1}",0.3837166610938765,0.2015178433295114,0.045504550056088444,0.21646898981560414,-0.07390213927445544,0.15466118100412501,0.1566132347218414
29,0.11784877777099609,0.025055952279319338,0.04595017433166504,0.015398414616173452,391,0.1,"{'columntransformer__countvectorizer__max_features': 391, 'ridge__alpha': 0.1}",0.34682350612312285,0.12969318677917185,0.09124196265892848,0.18861938869745098,0.015612163232732845,0.1543980414982814,0.11140843790952888
30,0.12203917503356934,0.021072582905878216,0.028849363327026367,0.005029094775296967,268,0.1,"{'columntransformer__countvectorizer__max_features': 268, 'ridge__alpha': 0.1}",0.3758661157978277,0.20550560666469642,0.0292669840287052,0.19933123723048085,-0.048866051347531414,0.15222077847483576,0.1487477420617981
31,0.11264090538024903,0.010538734242684084,0.032910633087158206,0.005886875689621656,300,0.1,"{'columntransformer__countvectorizer__max_features': 300, 'ridge__alpha': 0.1}",0.3712607807749707,0.1911975708153103,0.0664788109194765,0.18450862277082325,-0.09538403828307063,0.14361234939950202,0.15416194268647043
32,0.11899404525756836,0.020239203835600423,0.02570338249206543,0.0027052379571868884,276,0.1,"{'columntransformer__countvectorizer__max_features': 276, 'ridge__alpha': 0.1}",0.3670140267050198,0.20048055332360792,0.033263265863959,0.1912718252885104,-0.07751778042337265,0.14290237815154488,0.15263463692048304
33,0.10615935325622558,0.009509162037186531,0.02644505500793457,0.011775587708305287,331,0.1,"{'columntransformer__countvectorizer__max_features': 331, 'ridge__alpha': 0.1}",0.3628717171030893,0.12391420981161694,0.06363428163819085,0.2031173161100147,-0.05837470405296852,0.13903256412198867,0.1407792008867243
34,0.09770770072937011,0.007346788208018274,0.025557184219360353,0.006053438664790524,356,0.1,"{'columntransformer__countvectorizer__max_features': 356, 'ridge__alpha': 0.1}",0.35323840674430074,0.1234852339271223,0.049154848978526955,0.20154657419571997,-0.033892333779467876,0.13870654601324042,0.13267581279179996
35,0.12013459205627441,0.01474870933685196,0.023726463317871094,0.00797332175315617,110,0.1,"{'columntransformer__countvectorizer__max_features': 110, 'ridge__alpha': 0.1}",0.3219334147740657,0.2732359144137332,0.0043720483862865755,0.2009466952040032,-0.19977325185583372,0.12014296418445099,0.1930986123906773
36,0.10201554298400879,0.020302849461290854,0.025570201873779296,0.004866634045840317,400,1000.0,"{'columntransformer__countvectorizer__max_features': 400, 'ridge__alpha': 1000.0}",0.08498336748592228,0.08539178619795085,0.0965742853017797,0.08203811280275686,0.0785873179992832,0.08551497395753857,0.006044619568495906
37,0.0966641902923584,0.009114042019967059,0.022928428649902344,0.0038187567610257784,435,1000.0,"{'columntransformer__countvectorizer__max_features': 435, 'ridge__alpha': 1000.0}",0.08498336748592228,0.08539178619795085,0.0965742853017797,0.08203712196788282,0.07858719529180658,0.08551475124906845,0.006044761691398024
38,0.1273517608642578,0.02047893372975437,0.023813343048095702,0.0045936935407149895,379,1000.0,"{'columntransformer__countvectorizer__max_features': 379, 'ridge__alpha': 1000.0}",0.08499039998077129,0.08537097690160333,0.09657217535027107,0.08203601460258747,0.07858405462052431,0.0855107242911515,0.006044804817360821
39,0.11880230903625488,0.029581664727330967,0.04504618644714355,0.019206724772535416,310,1000.0,"{'columntransformer__countvectorizer__max_features': 310, 'ridge__alpha': 1000.0}",0.0849859863773137,0.08532869244441366,0.09654155656014873,0.08200867069707685,0.07858453858108161,0.0854898889320069,0.006036919799424048
40,0.11875944137573242,0.01205623529962397,0.023520374298095705,0.004151557806892473,304,1000.0,"{'columntransformer__countvectorizer__max_features': 304, 'ridge__alpha': 1000.0}",0.08498749530788319,0.0853219909448798,0.09653668693956219,0.08200880800818955,0.07857909187761292,0.08548681461562553,0.006036378523178422
41,0.09900021553039551,0.00809533978411592,0.02337675094604492,0.006148709897548914,286,1000.0,"{'columntransformer__countvectorizer__max_features': 286, 'ridge__alpha': 1000.0}",0.08499425580359499,0.08531842620843266,0.09653905269317908,0.0820104937018844,0.07857077941036361,0.08548660156349094,0.006038862230431999
42,0.10757174491882324,0.006819991510437215,0.030310821533203126,0.006269325379259001,283,1000.0,"{'columntransformer__countvectorizer__max_features': 283, 'ridge__alpha': 1000.0}",0.08499421736944002,0.08531236536077591,0.09653907708639409,0.08200629888201805,0.07857061227277384,0.08548451419428038,0.006039427265423284
43,0.12699899673461915,0.008439680734739744,0.03350009918212891,0.005291966968677171,250,1000.0,"{'columntransformer__countvectorizer__max_features': 250, 'ridge__alpha': 1000.0}",0.08498377329207019,0.08530412574975976,0.09653237681725768,0.08200059783388325,0.07857529195825042,0.08547923313024426,0.006036777876369954
44,0.15544710159301758,0.012611535555417644,0.03125219345092774,0.007467742431483007,225,1000.0,"{'columntransformer__countvectorizer__max_features': 225, 'ridge__alpha': 1000.0}",0.08498308238273933,0.08527636519387516,0.0964746473380016,0.0819781470704748,0.0785226429218584,0.08544697698138985,0.0060304726712528236
45,0.0816105842590332,0.009874704599192922,0.019483280181884766,0.0005348704190008768,207,1000.0,"{'columntransformer__countvectorizer__max_features': 207, 'ridge__alpha': 1000.0}",0.08492726017189045,0.08523006787910037,0.0964597962394581,0.08187046939844866,0.07846051536135146,0.0853896218100498,0.006052849700964322
46,0.10883369445800781,0.018413097859082034,0.03909244537353516,0.010717887781875428,169,1000.0,"{'columntransformer__countvectorizer__max_features': 169, 'ridge__alpha': 1000.0}",0.08472830463377679,0.08516072327713509,0.09640151193835322,0.08177921763095641,0.07827727330379397,0.08526940615680309,0.006087687898344616
47,0.12781686782836915,0.017757872440523046,0.03862981796264649,0.010231796521233093,141,1000.0,"{'columntransformer__countvectorizer__max_features': 141, 'ridge__alpha': 1000.0}",0.08448988576733996,0.08501885176710988,0.09614978028641008,0.08134287972430765,0.07800189266275281,0.08500065804158408,0.006114347147555882
48,0.11667103767395019,0.02074950481040203,0.027532958984375,0.009373227242011577,138,0.01,"{'columntransformer__countvectorizer__max_features': 138, 'ridge__alpha': 0.01}",0.32130659992631383,0.2959912135802819,-0.09839113169954561,0.15331375712381268,-0.2900990696101775,0.07642427386413705,0.23621548408343626
49,0.11716465950012207,0.0033503128912415405,0.030490016937255858,0.006915460456281374,227,0.01,"{'columntransformer__countvectorizer__max_features': 227, 'ridge__alpha': 0.01}",0.3715177460114424,0.1738097413994496,-0.11031745794397652,0.14101101045020037,-0.24078448309216438,0.06704731136499029,0.21715882017259383
50,0.12955927848815918,0.017243362653887352,0.029304981231689453,0.007284657017365621,138,0.001,"{'columntransformer__countvectorizer__max_features': 138, 'ridge__alpha': 0.001}",0.3184892643238135,0.29413111924813606,-0.12075170165294158,0.14351983991894657,-0.3134330782752297,0.06439108871254498,0.24520875911405707
51,0.12039852142333984,0.020195712611953336,0.03278541564941406,0.004396572853136177,196,0.01,"{'columntransformer__countvectorizer__max_features': 196, 'ridge__alpha': 0.01}",0.3528657647526863,0.2061673362069686,-0.05259474511829154,0.1597293796646091,-0.3519013539574638,0.06285327630970172,0.2446960529301819
52,0.15418944358825684,0.013767792712887608,0.030489587783813478,0.009675185286138942,231,0.01,"{'columntransformer__countvectorizer__max_features': 231, 'ridge__alpha': 0.01}",0.3748388329616693,0.16569521527018916,-0.11095673498333936,0.12216272566295283,-0.24359194214148916,0.06162961935399656,0.21704385179347305
53,0.12463078498840333,0.033075002856783074,0.02464184761047363,0.004077105219999739,221,0.001,"{'columntransformer__countvectorizer__max_features': 221, 'ridge__alpha': 0.001}",0.335421118328879,0.17026074952408965,-0.13940162281599533,0.1120590826128327,-0.23387612976638672,0.04889263957668386,0.20795754034893255
54,0.13807244300842286,0.01724428048641849,0.03324422836303711,0.004437784129946842,395,0.01,"{'columntransformer__countvectorizer__max_features': 395, 'ridge__alpha': 0.01}",0.2757494174318864,0.0361265555534811,-0.03585009164927033,0.05611594616403737,-0.09322616426931729,0.04778313264616345,0.12573947398672797
55,0.11012539863586426,0.018438965091030633,0.03148961067199707,0.007397725910009995,402,0.01,"{'columntransformer__countvectorizer__max_features': 402, 'ridge__alpha': 0.01}",0.2761657678623348,0.03901226610253217,-0.0452574570511628,0.06716341505082546,-0.1001556378178814,0.04738567082932965,0.12895952293061091
56,0.12941384315490723,0.014507954722467966,0.024443626403808594,0.003834978264578145,436,0.01,"{'columntransformer__countvectorizer__max_features': 436, 'ridge__alpha': 0.01}",0.2761657678623348,0.03901226610253217,-0.0452574570511628,0.055443116286510996,-0.09740239469337997,0.045592259701367044,0.1280668736062263
56,0.13350424766540528,0.014722061993541808,0.029906225204467774,0.004208793979123232,437,0.01,"{'columntransformer__countvectorizer__max_features': 437, 'ridge__alpha': 0.01}",0.2761657678623348,0.03901226610253217,-0.0452574570511628,0.055443116286510996,-0.09740239469337997,0.045592259701367044,0.1280668736062263
58,0.14263029098510743,0.048070989167181645,0.029715824127197265,0.005196082436434741,120,0.001,"{'columntransformer__countvectorizer__max_features': 120, 'ridge__alpha': 0.001}",0.317048306644366,0.27148616944986537,-0.11830186373634,0.1506117337405678,-0.39849197128921965,0.0444704749618479,0.26825783482230625
59,0.11374440193176269,0.00784308924049681,0.026720190048217775,0.005466051971079098,253,0.01,"{'columntransformer__countvectorizer__max_features': 253, 'ridge__alpha': 0.01}",0.36184845357933604,0.13785104449242724,-0.11771983605390202,0.09183651213459065,-0.2555528212656344,0.04365267057736351,0.21354558520426528
60,0.10909819602966309,0.0085258995031685,0.026708698272705077,0.0038798788033448228,108,0.01,"{'columntransformer__countvectorizer__max_features': 108, 'ridge__alpha': 0.01}",0.296844585760052,0.2534066222512331,-0.12731891185161848,0.15199568859089785,-0.37129532253638264,0.040726532442836375,0.2534606017804135
61,0.1163102626800537,0.01539335677748223,0.026029396057128906,0.005528014572486732,235,0.001,"{'columntransformer__countvectorizer__max_features': 235, 'ridge__alpha': 0.001}",0.36971105782002334,0.15353691915393597,-0.14454480448518936,0.09715488150502904,-0.2729777255577115,0.0405760656872175,0.22666136699446382
62,0.10620923042297363,0.013718019642536739,0.024775600433349608,0.004802248635791217,284,0.01,"{'columntransformer__countvectorizer__max_features': 284, 'ridge__alpha': 0.01}",0.32564061565875935,0.16697792464723538,-0.11089490637978616,0.06182032054913755,-0.27022343423703243,0.034664104047662736,0.20835334124684113
63,0.10538406372070312,0.013274279378382197,0.0218966007232666,0.0031586779325816377,113,0.001,"{'columntransformer__countvectorizer__max_features': 113, 'ridge__alpha': 0.001}",0.3083234275474275,0.25579049075122917,-0.12132057928252915,0.14200853213566167,-0.42377470752867485,0.03220543272462286,0.2719471531552537
64,0.1436136245727539,0.018842737113075405,0.03295598030090332,0.00688583686645614,106,0.001,"{'columntransformer__countvectorizer__max_features': 106, 'ridge__alpha': 0.001}",0.29016025191312256,0.2529715444576519,-0.13035266984963623,0.1421268499356959,-0.4017017805204752,0.030640839187271784,0.26155284339802826
65,0.14390044212341307,0.044720379884753976,0.028430938720703125,0.00249934587430116,308,0.01,"{'columntransformer__countvectorizer__max_features': 308, 'ridge__alpha': 0.01}",0.3075843378105816,0.12302028072649918,-0.08714117344643246,0.07154768869246819,-0.2705774032082606,0.028886746114971173,0.19570113991728705
66,0.10584549903869629,0.02288938492284604,0.02557826042175293,0.0075872344432920315,411,0.001,"{'columntransformer__countvectorizer__max_features': 411, 'ridge__alpha': 0.001}",0.26075507651086927,0.022404276895725883,-0.08013827633209814,0.030613695747572445,-0.11997392448034194,0.022732169668345504,0.13241184850025836
67,0.13507966995239257,0.024563397245450043,0.023143529891967773,0.0025042136307308403,430,0.001,"{'columntransformer__countvectorizer__max_features': 430, 'ridge__alpha': 0.001}",0.26075507651086927,0.022404276895725883,-0.08013827633209814,0.030613695747572445,-0.1201254584120075,0.02270186288201239,0.13244452130408474
68,0.12972445487976075,0.028816404223804208,0.028868865966796876,0.007603380508014588,335,0.01,"{'columntransformer__countvectorizer__max_features': 335, 'ridge__alpha': 0.01}",0.31096604899671765,0.012059857497062954,-0.08015539691091189,0.06354789587428089,-0.19921839035551248,0.021440003020327426,0.17011651590821852
69,0.08821768760681152,0.007771125430328854,0.025818014144897462,0.004015679977739628,419,10000.0,"{'columntransformer__countvectorizer__max_features': 419, 'ridge__alpha': 10000.0}",0.01826523809152103,0.026903275954234696,0.020916937991514173,0.01823249195002119,0.011035192436365082,0.019070627284731235,0.005112310323132236
70,0.11730318069458008,0.014118196806917787,0.03613381385803223,0.010570923014988128,388,10000.0,"{'columntransformer__countvectorizer__max_features': 388, 'ridge__alpha': 10000.0}",0.018266138354282035,0.026903280476454294,0.02091638052899436,0.018232162654815642,0.011034891913455969,0.01907057078560046,0.005112348371865042
71,0.11030974388122558,0.020135452683989908,0.030870628356933594,0.0033719331479328553,372,10000.0,"{'columntransformer__countvectorizer__max_features': 372, 'ridge__alpha': 10000.0}",0.018266049772382442,0.026901014029184322,0.020916387799254532,0.018232230159015206,0.011034759775342406,0.01907008830703578,0.005111696554656437
72,0.10231938362121581,0.01686995941128354,0.030312204360961915,0.00901428133865746,353,10000.0,"{'columntransformer__countvectorizer__max_features': 353, 'ridge__alpha': 10000.0}",0.01826604216864014,0.026900576376130747,0.020915079756974597,0.01823141168026654,0.011034524990618189,0.01906952699452604,0.005111568873923961
73,0.12263317108154297,0.011760325341571832,0.033145570755004884,0.005339031465686763,344,10000.0,"{'columntransformer__countvectorizer__max_features': 344, 'ridge__alpha': 10000.0}",0.01826597452106582,0.026899591331099204,0.020915073036871457,0.018231436713843086,0.011034471645149813,0.019069309449605876,0.0051112846494082405
74,0.10952835083007813,0.007094675131283896,0.03939476013183594,0.013361552379412544,316,10000.0,"{'columntransformer__countvectorizer__max_features': 316, 'ridge__alpha': 10000.0}",0.018265843607952248,0.026896556179340614,0.020913217289884933,0.01823009170914569,0.01103414685482318,0.019067971128229333,0.005110371028316191
75,0.1038322925567627,0.01378463636276472,0.03048243522644043,0.007594484818178414,296,10000.0,"{'columntransformer__countvectorizer__max_features': 296, 'ridge__alpha': 10000.0}",0.018266172071566,0.02689610615504312,0.020912903626756574,0.018229476764358044,0.011032996756775493,0.019067531074899845,0.00511058197526165
76,0.10349526405334472,0.02057465285706295,0.02163100242614746,0.003042271103193393,263,10000.0,"{'columntransformer__countvectorizer__max_features': 263, 'ridge__alpha': 10000.0}",0.01826620373158816,0.026894666069943396,0.020912423403620428,0.018228254952292966,0.011032690406935997,0.01906684771287619,0.005110241522295633
77,0.1034965991973877,0.01207215034780396,0.026357603073120118,0.009147914302293987,249,10000.0,"{'columntransformer__countvectorizer__max_features': 249, 'ridge__alpha': 10000.0}",0.018264610854224705,0.02689424885302294,0.020910304679253255,0.018228343600963592,0.011033517863295761,0.01906620517015205,0.005109747581369989
78,0.13756923675537108,0.025380040371215818,0.034033775329589844,0.009124595124765057,211,10000.0,"{'columntransformer__countvectorizer__max_features': 211, 'ridge__alpha': 10000.0}",0.01825780270536259,0.026886940620751254,0.020903675037934333,0.018219633461826645,0.01102806627617281,0.019059223620409526,0.005109243190031169
79,0.10166258811950683,0.02024717378086955,0.02755727767944336,0.0044868014371759034,181,10000.0,"{'columntransformer__countvectorizer__max_features': 181, 'ridge__alpha': 10000.0}",0.01824525414941436,0.026881649346346514,0.020894602418012997,0.018209087292581194,0.011011235501310557,0.019048365741533124,0.005112998355986211
80,0.08966469764709473,0.008503976457022697,0.030061912536621094,0.008655650507120175,175,10000.0,"{'columntransformer__countvectorizer__max_features': 175, 'ridge__alpha': 10000.0}",0.01823719156992054,0.026878903003142107,0.02089646990517624,0.018207936370689626,0.010999334565518382,0.019043967082889378,0.005116325517413009
81,0.1047471046447754,0.015264272857322698,0.024776172637939454,0.006903153776712629,121,10000.0,"{'columntransformer__countvectorizer__max_features': 121, 'ridge__alpha': 10000.0}",0.0181788983396437,0.026813706355335865,0.020810754539728915,0.01812879388806543,0.01093710978568141,0.018973852581691063,0.005114153443286784
82,0.1323155403137207,0.010468428271393038,0.03860692977905274,0.009691931463365696,104,10000.0,"{'columntransformer__countvectorizer__max_features': 104, 'ridge__alpha': 10000.0}",0.018082021731833486,0.02671223056514227,0.0207191903546754,0.018035799046479672,0.0109035424159587,0.018890556822817907,0.00509311731084491
83,0.09664778709411621,0.01679618716548032,0.03062863349914551,0.007866670400404098,102,10000.0,"{'columntransformer__countvectorizer__max_features': 102, 'ridge__alpha': 10000.0}",0.018083438521609096,0.026703387680666824,0.020719199001135835,0.018036525451556984,0.010887541900478359,0.018886018511089418,0.005095354995105765
84,0.14706683158874512,0.02014057862034935,0.028589630126953126,0.0028310751791285134,382,0.001,"{'columntransformer__countvectorizer__max_features': 382, 'ridge__alpha': 0.001}",0.26759060132535084,0.010422542239951982,-0.12233605947273096,0.03635818261480728,-0.14016297443213643,0.01037445845504854,0.14636181240696616
85,0.12842092514038086,0.018446559700175204,0.03433074951171875,0.007860557475642085,306,0.001,"{'columntransformer__countvectorizer__max_features': 306, 'ridge__alpha': 0.001}",0.29693760412329095,0.10913747790989414,-0.11215098225673703,0.04690072706612336,-0.30677769304109437,0.006809426760295412,0.20432384213845023
86,0.123760986328125,0.020250047874624012,0.03439078330993652,0.006904526914930661,419,100000.0,"{'columntransformer__countvectorizer__max_features': 419, 'ridge__alpha': 100000.0}",0.000615483925297311,0.005489392274061533,-0.0006155283117379451,-0.006586312815731077,-0.0040756257013068176,-0.001034518125883399,0.004135945495368294
87,0.11124577522277831,0.009987235789803888,0.02422618865966797,0.0038287090905334627,390,100000.0,"{'columntransformer__countvectorizer__max_features': 390, 'ridge__alpha': 100000.0}",0.0006155870346138403,0.005489390819616302,-0.000615605548658138,-0.006586368817264043,-0.004075668134347232,-0.0010345329292078542,0.004135972973545542
88,0.1121446132659912,0.011049639050616848,0.025839519500732423,0.002180049682700762,384,100000.0,"{'columntransformer__countvectorizer__max_features': 384, 'ridge__alpha': 100000.0}",0.0006155848949960241,0.005489141505030104,-0.0006156082172226185,-0.006586375328395233,-0.004075671306254192,-0.001034585690369183,0.004135896311849155
89,0.11824722290039062,0.01219015615818937,0.03112516403198242,0.011305985760684945,363,100000.0,"{'columntransformer__countvectorizer__max_features': 363, 'ridge__alpha': 100000.0}",0.0006155776933192136,0.005489097799772691,-0.000615715398861516,-0.006586478277214702,-0.004075704330354091,-0.0010346445026676808,0.00413591227311612
90,0.10802674293518066,0.012726186994344715,0.030550050735473632,0.003254863985218457,323,100000.0,"{'columntransformer__countvectorizer__max_features': 323, 'ridge__alpha': 100000.0}",0.000615577003819423,0.005488723191588996,-0.0006158338074364611,-0.006586622784553908,-0.004075746447882667,-0.0010347805688929236,0.004135836633247037
91,0.1059424877166748,0.007247522909227605,0.034531021118164064,0.010287117331870075,296,100000.0,"{'columntransformer__countvectorizer__max_features': 296, 'ridge__alpha': 100000.0}",0.0006155833025747182,0.005488662645123155,-0.0006159902011591001,-0.006586672948781347,-0.004075900826176371,-0.001034863605683789,0.004135851037682379
92,0.09052515029907227,0.01209741528959802,0.024479055404663087,0.00723511357400044,284,100000.0,"{'columntransformer__countvectorizer__max_features': 284, 'ridge__alpha': 100000.0}",0.0006155963125170638,0.005488563295908633,-0.0006159943277661561,-0.006586723546141204,-0.004075903869392938,-0.0010348924269749204,0.004135834683199831
93,0.1665191650390625,0.013892670526321657,0.03628063201904297,0.013577263926715911,236,100000.0,"{'columntransformer__countvectorizer__max_features': 236, 'ridge__alpha': 100000.0}",0.0006154972014087434,0.005488209228157959,-0.0006168989842583184,-0.006586916203388471,-0.004076090940779986,-0.0010352399397720146,0.004135775996284943
